Profile Name,Date,Data,Star
Mary Kay Black,"Reviewed in the United States on May 19, 2024",I was so happy with the purchase of my second refurbished apple 8 watch from you. I was so happy with mine -- that I bought my daughter one for Christmas. Unfortunately after Christmas she did not get it set up to us until March. About two weeks ago she called me and said in would not stay charged -- would not update --when coming off the charger would only have something on the face for about two minutes. So I had her bring it home to me. I worked on it awhile and had the same result. So on Friday -- May 17th -- I was visiting a larger city that had an Apple Store. The employee worked on it about 45 minutes and had the same result as the two of us. He said it had a major problem. So with a long story short -- is there any way you can take this watch back an send me another one? I saved my money to buy my daughter this one. Thanks for considering. Received on December 7th. Thank you.,4.0 out of 5 stars
Tommy Mo,"Reviewed in the United States on August 28, 2024","3 Weeks and Perfect so far, was nervous about being a Refurbished. I will Update if any problems arrive.

GL, Tom M",5.0 out of 5 stars
Jose B.,"Reviewed in the United States on August 31, 2024",Anniversary present to replace an older series. Took a couple of hours to get charged but work well.,5.0 out of 5 stars
Trustin kelley,"Reviewed in the United States on August 12, 2024",I purchased a good condition Apple Watch from Amazon refurbished and was very pleased with what I got!!!! The battery health came with 100% and zero scratches on the watch. I will definitely recommend Amazon refurbished to everyone and be purchasing all of my apple products here,5.0 out of 5 stars
e,"Reviewed in the United States on September 3, 2024",i love the big screen and the battery life is long,5.0 out of 5 stars
Amazon Customer,"Reviewed in the United States on August 17, 2024","My husband really likes this new ""toy""...LOL... it tells him to get off his ** and exercise, and he sometimes has difficulty hearing his phone, but this alerts him. Overall, he loves it!",5.0 out of 5 stars
Bethel García,"Reviewed in the United States on August 21, 2024","La calidad del reloj es excepcional, vino sin rayones, entregado en empaque original. Alta gama, muy buena compra y muy buen vendedor.",5.0 out of 5 stars
Karen ronald,"Reviewed in the United States on August 5, 2024",Disappointed to learn I needed to buy a plug charger for this item.,4.0 out of 5 stars
Christian Granados,"Reviewed in the United States on August 27, 2024","Producto en perfectas condiciones, con batería al100% y sin marcas de uso.",5.0 out of 5 stars
Demetria,"Reviewed in the United States on September 2, 2024",Love it love it,5.0 out of 5 stars
sandra t....,"Reviewed in the United States on August 2, 2024",First time owning a apple watch ⌚ so don't know what to expect,4.0 out of 5 stars
FE.,"Reviewed in the United States on August 25, 2024",I bought another series 8 same day-arrived next morning. Working well so far.,5.0 out of 5 stars
Stefano,"Reviewed in the United States on July 27, 2024",La correa y el cargador impecable. La pantalla esta levemente con rayones y la batería está al 96%.,4.0 out of 5 stars
Richard Villanueva Fabian,"Reviewed in the United States on September 4, 2024",Excelente,5.0 out of 5 stars
Leslie S.,"Reviewed in the United States on July 2, 2023","Quick Review:
Is the watch south of $300? If yes, add it to the cart. Do you hate it? Return it.
Justify Your Purchase:
1. Do you have your phone around for the most part?
2. Do you usually drive places on your own?
3. Is this purchase more for structure vs. leisure/fitness?
4. Will you be around a polluted or dusty environment?
5. Are you experiencing stress, insomnia, or health complications?
6. For woman: Do you care about menstrual, ovulation, and symptom tracking while on your cycle?*
If yes to 3 questions with no interest in upgrading soon, purchase.
==== Review: Overall 4.5/5 =====
I hesitated to buy the watch because it was labeled ""renewed."" Ironically enough, the product did me one better by not turning on. I struggled to contact the Seller because of Amazon and not the business. The watch did not work for the first 2-3 weeks because of the charger, but it's perfect now.
Trust me when I say the mic quality is impressive. I'm not flashy, but I believe this purchase is worth it just with the mic ALONE. You'll see me eating ramen for the next month to rock this! The watch makes me feel energized and productive.
I find myself using the watch more than my phone. There's not one connection issue or call drop like there is on my actual phone. The box looked a little dinked, yet authentic. I assume the previous owner didn't keep the box in shape. No scratches, the product includes a soft band, and the customer service is prompt and understanding.
I can only choose 4 or 5, so I decided on 5 because of the merchandiser.
==== End Review: Overall 4.5/5 =====
Series 7 v 8:
The Series 8 has Bluetooth 5.3, and the Series 7 has Bluetooth 5.0.
The 8 has temperature sensors that separate your data from outside factors like weather. If you don't care about Dust protection, Crash detection, Ovulation predictions, or System trackers, go for the Series 7 for all the same features for ~10.
Pricing:
If you want to save cash, go for the Series 6 to save ~$100. It has all the same features as the Series 7. Its only differences are the 1mm screen and a slightly slower chip that won't be noticeable for another 2-3 years. You will also have the option to add a cellular data plan for $10/month to purchase before prices are closer to the initial 7 or 8 models.
Cellular Data Plan v Raw Dawg:
The data plan is if you are typically 100m away from your phone. For all my struggle babies, 100m is a little more than half a football field or ~4 times the size of a basketball court. Do people run without their phones? Cellular data is ideal for hiking, amusement/water parks, and running because you can leave your phone locked away.",5.0 out of 5 stars
Mynor,"Reviewed in the United States on August 2, 2024","Me compré este Apple Watch y no me arrepiento, llego en muy buen estado sin ningún rayón y parece sacado de fábrica. Llego con su cargador otro buen punto es que la batería es del 98%.
Sin duda un excelente vendedor.",5.0 out of 5 stars
Amazon Customer,"Reviewed in the United States on August 18, 2024",But I returned it and ordered a smart watch so that would pair better with my iPhone,5.0 out of 5 stars
"Excelente producto, entrega rapida","Reviewed in the United States on August 27, 2024","Excelente servicio, entrega rapida",5.0 out of 5 stars
Robert Holmes,"Reviewed in the United States on July 31, 2024","Everything works as advertised, if you made me find something to complain about I would have to say I was hoping for better battery health but at 88% it’s well over the Amazon renewed range and I’m not seriously complaining at all.",5.0 out of 5 stars
Deborah Pennix,"Reviewed in the United States on August 23, 2024",I am very pleased with my new watch.,5.0 out of 5 stars
J araya,"Reviewed in the United States on August 30, 2024",Bien,5.0 out of 5 stars
Marisa Lagares,"Reviewed in the United States on July 24, 2024",I got a renewed watch from this company and i have nothing but good things to say . I had a issue and they promptly addressed it . I have a great working watch and plan on buying a iphone through them thsy have great pricing and kept their word great group of guys,5.0 out of 5 stars
Joel D. Petty,"Reviewed in the United States on July 20, 2024","I'm very pleased with the appearance and functionality of this series 8 Apple watch. It is functioning flawlessly and has many health-related apps and features I was seeking. There is no need to change the band as I'm quite pleased with that too. This is the second refurbished Apple watch I have purchased, and I have absolutely no regrets or hesitations to purchase another in the future.",5.0 out of 5 stars
John Valine,"Reviewed in the United States on July 24, 2024","Love the watch. Flawless casing and crystal. Since Apple can’t use its latest health device on Series 9, I opted to buy this Series 8 which can use it. Series 9 has the patent infringement suit against it. I’ve had it for about a year and it still works great.",5.0 out of 5 stars
Jason Caylor,"Reviewed in the United States on August 18, 2024",Takes a long time to connect but I think that’s apple.,5.0 out of 5 stars
Kathy Lee,"Reviewed in the United States on June 30, 2024","Look like brand new. Wore it for about three weeks now, it feels comfortable and most importantly it still work . Great size and fabulous color for petite wrist. Happy purchase ☺️",4.0 out of 5 stars
Vlad K,"Reviewed in the United States on June 26, 2024","Really nice watch. No scratches anywhere, and if not for the battery health (87%) you wouldn't be able to tell that it is renewed. A nice surprise - it came with the remainder of Apple care + for another 7 months.",4.0 out of 5 stars
Amelia Robinson,"Reviewed in the United States on July 27, 2024",Does everything my iPhone does. Immaculate condition. Keeps me on track with my health. More of a sticker shock from Verizon w hook up fee. Would buy again from this company in a heartbeat.,5.0 out of 5 stars
Good,"Reviewed in the United States on August 17, 2024",Battery is durable up to 20hrs,5.0 out of 5 stars
K. Barbour,"Reviewed in the United States on August 12, 2024","Bought refurbished and it works great so far, no issues. Love the starlight color!",5.0 out of 5 stars
Shawn Holman,"Reviewed in the United States on July 15, 2024","The watch took a lot of charging and configuring to get started (it helped to download the watch guide found online), but once I got it going it has been working great. My advice is to buy something to protect the screen to get the best wear and life out of the watch. Charger was off brand, but works fine.",5.0 out of 5 stars
Darlene Aldridge,"Reviewed in the United States on August 16, 2024",Great watch and looks brand new,5.0 out of 5 stars
Patrick Gesner,"Reviewed in the United States on August 9, 2024",Watch came earlier than expected and as described! It works well and wife loves it!,5.0 out of 5 stars
Mandy prince,"Reviewed in the United States on July 25, 2024",I’m so impressed with this watch that I bought one for my husband aswell!! It does way more than I expected!! Having not only the crash feature but the fall feature is a big bonus!!,5.0 out of 5 stars
letgomyeggo,"Reviewed in the United States on July 20, 2024","I'm usually iffy with renewed products cause I've had duds in the past, but this was just as advertised, in excellent condition. Still had the film on it not even finger prints. Truelly felt like I was fresh out the box.",5.0 out of 5 stars
Tech guy,"Reviewed in the United States on May 25, 2024","I don’t know what I can say that isn’t really know about this, but what I don’t know is how good the fitness tracking on this was. In the pool, I turned on swim mode and entered the length of the pool, and it told me exactly how far I went, how many laps I did, exactly how far and how many laps I did with each different stroke, and more! The water mode does work really well, but in the pool I do recommend getting a tough case just so you don’t scratch it on the concrete. It does fine without a case for most times, but I want a case when I am swimming and doing other activities with my hands and eassy scratching material. The battery life is phenomenal if you turn of certain settings, I can easily pull 24 hours out of this watch if I don’t do to many phone calls on it.",5.0 out of 5 stars
Francisco,"Reviewed in the United States on July 28, 2024","This is what you want if you want a watch for cheaper it’s in perfect condition with all box contents (watch, charger, and watch strap)",5.0 out of 5 stars
Pam,"Reviewed in the United States on July 14, 2024","I've never had an Apple Watch before. Is this great, I can check my sleep rate my oxygen rate steps I've taken. Obviously the time the date the weather conditions. I can't believe it took me so long to buy one. I'm in love",5.0 out of 5 stars
Jennifer Campos,"Reviewed in the United States on July 18, 2024",Bought as a gift for my husband who is always on the move. He’s loved it so much and is always pleased with how useful it’s been with his day to day activities.,5.0 out of 5 stars
Elizabeth Wheaton,"Reviewed in the United States on April 22, 2024","This watch is great, I didn’t know a lot about Apple Watches until recently, but the way it came in the mail concerns me (and seller please take notes), the device came in a unzipped loose plastic bag that didn’t have a lot of stuff in it so it could move around and quite possibly break, so I would recommend putting some stuffing in there so it wouldn’t be moving around a whole lot, and maybe don’t put it in an unopened plastic bag? I love the watch and there’s nothing wrong with it, but I don’t want anything to happen to anyone else, thank you!",4.0 out of 5 stars
Sent wrong bible,"Reviewed in the United States on August 1, 2024",Awesome watch ! Everything works great and works brand new . Definitely worth the money !,5.0 out of 5 stars
Cynthia V,"Reviewed in the United States on June 21, 2024","I was annoyed to have to buy a working charger cord, but the watch works great, looks new.",4.0 out of 5 stars
Kim L.,"Reviewed in the United States on June 7, 2024","Looks new, easy to set up to iPhone. I’ve never had an Apple Watch to compare battery life, but this one doesn’t last longer than 36 hours.",4.0 out of 5 stars
Amazon Customer,"Reviewed in the United States on July 29, 2024",I definitely couldn’t tell it was refurbished it came in great shape,5.0 out of 5 stars
Ana Castillo,"Reviewed in the United States on August 5, 2024",Is very good,5.0 out of 5 stars
Peggy Dean,"Reviewed in the United States on September 1, 2024","I dislike the battery life, I had a Fitbit prior and it only needed a charge once a week. It is reconditioned but didn’t come with instructions to start up.",3.0 out of 5 stars
Deborah E Schray,"Reviewed in the United States on July 27, 2024","Exactly like posted
Quickly received",5.0 out of 5 stars
Haylee,"Reviewed in the United States on September 4, 2024",I paid for the excellent condition and expected to get it but when it came it was all scuffed up along with very dirty.,3.0 out of 5 stars
Yareth Lopez,"Reviewed in the United States on July 31, 2024",Works phenomenal,5.0 out of 5 stars
Kameron s,"Reviewed in the United States on April 30, 2024","I’m pretty confident I got a new watch, apple plastic on the screen, charger etc, came with charger and band, battery health at 100%. Took awhile for it to figure itself out in terms of updating but is fully functional and couldn’t be happier for 259$.",4.0 out of 5 stars
Chip,"Reviewed in the United States on August 22, 2024","It was not clear to me at all that this was a refurbished product, and though I may have missed it, the point of clarification should be front and center in the lead description of the product.",3.0 out of 5 stars
Ian C.,"Reviewed in the United States on May 1, 2024","This series 8 watch is in great condition better than the old one it’s replaced. The only disappointment is that the charger cable is not the official Apple high speed one but a third party copy, so it doesn’t charge quickly.",4.0 out of 5 stars
AP,"Reviewed in the United States on November 9, 2023","Most importantly, the AppleWatch Series 8 was in amazing condition. Looked brand new and unused. The watch was packaged securely, but not in original packaging.
2 issues, firstly the watch was delivered completely dead. It had the green snake of death and wouldn’t turn on after an hour “charging.” I did some trouble shooting and learned I had to switch to USB-C 20watt charging block (not included) in order to kickstart it back to life. In attempting to do so, I learned that the included charging cable was not an Apple Original and didn’t work. Now, a couple hours into trying to get this watch to turn on, I swapped to my wife’s USB C charging cable from her newer SE and it kicked on after 15-20 mins and has worked flawlessly since.
For the price, it’s very solid value but I’d recommend investing in a proper charging cable if you don’t have extras lying around..",4.0 out of 5 stars
Bill,"Reviewed in the United States on June 3, 2024",It is a great purchase,4.0 out of 5 stars
Richard Crowley,"Reviewed in the United States on January 19, 2024","I purchased a new Apple Watch 9 (41mm) that was unfortunately too small for my wrist and I didn't feel like hunting around for aftermarket bands, etc. I decided to give Amazon a try and go with a last gen device (Apple Watch 8). Considering the larger watch renewed was less expensive than the smaller series 9, I thought I'd splurge and go with the GPS + Cellular option.
That was a great decision. The watch was basically new with no blemishes or scratches, came with a USB C power cord (no brick though) in a basic box. Setting it up was a breeze and it almost automatically paired with my phone. Mobile set up took a bit as I was new to the eSIM thing but was able to put the IMEI into my carrier to get it activated. Most watch versions of Apple Apps worked flawlessly with the exception of one which was easily disabled and reinstalled from the Watch iOS app on the phone.
In checking through various settings, I also found the battery life settings and found that the watch is capable of 100% charge (one concern I had buying refurbished), so basically I got a late model watch with more features that I expected for hundreds less than buying a new one.",5.0 out of 5 stars
Brenda,"Reviewed in the United States on May 17, 2024",Watch looks and functions like new. One arm of watch band was broken,4.0 out of 5 stars
Amazon Customer,"Reviewed in the United States on July 23, 2024",Easy to work. Very accurate,5.0 out of 5 stars
vardelda,"Reviewed in the United States on October 19, 2023","Look, I know the world is full of people who fall over themselves to get whatever latest gadget Apple comes out with. But pretending these guys produce anything near 'great' tech nowadays is crazy. This is a very nice smart watch -- as long as you don't want to actually use it as a watch. About 1/2 the time I glance at my watch to see the time, I get something else -- extremely annoying. Battery life is abysmal. You'll spend almost as much time charging this thing as wearing it (gee Apple, how many people do you think would have preferred a 30% larger watch with 100% more battery life, hmmm?). And since it has to be charged so often, you'll have to make a choice between charging at night (no Sleep tracking!) or during the day (wait, didn't you want to be wearing it during the day?). And the notifications!! Good lord, you leave this thing in default settings and it will be beeping, buzzing, and flashing CONSTANTLY. Look Apple lost their way years ago and now produces tech with so many UX compromises most is really no longer worth it. But I know many of you are so deep in their ecosystem you can't even see what ""outside"" looks like so, yea, buy this watch (cause Apple basically give you no choice). But if you, like me, bought it mostly for Fitness tracking -- you're in for a whole 'nother universe of disappointment. (Typical Apple ""track what they want, not what you want -- and LIKE IT!)",3.0 out of 5 stars
MVincenty,"Reviewed in the United States on August 2, 2024",I know I purchased a refurbished watch but the ban was definitely not Apple and not the size S/M like I ordered. Watch itself is fine but wish the band was apple and not some off brand.,3.0 out of 5 stars
Amazon Customer,"Reviewed in the United States on July 3, 2024","The Apple Watch was in nearly perfect condition. There were no defects that I could see. Functionality is great. I would absolutely purchase additional ""Renewed"" items.",5.0 out of 5 stars
Betty Boop,"Reviewed in the United States on July 14, 2024",Much better battery life than my 40mm 5,5.0 out of 5 stars
PandaBoii,"Reviewed in the United States on November 4, 2023",The Apple Watch 8 was as described. It look brand new. It was refurbished with a score of excellent. So minor signs of wear and tear. You really couldn’t tell unless you get up close to look. It came with a wall charger and charging cable for the watch. The only reason I have it a 4 out of 5. The problem was with the charging cable it came with. When I try to charge it. It would start then stop. It kept doing the same thing. Wouldn’t charge the watch. I trying another wall charger but same thing. I bought another charging cable and wall charger. That did the trick. I was able to fully charge the watch. Update it and connected to my iPhone. But beside the cable not working or not for the Apple Watch 8. Everything else was excellent.,4.0 out of 5 stars
K1ngratch,"Reviewed in the United States on June 2, 2024","I worked in the cell phone industry for 5+ years and I have seen my fair share of crappy refurbished electronics (mainly phones, iPads, and Apple Watches). Let me tell you, it seemed to be a coin flip on the quality of the product. 50% awful and 50% good enough. Never saw great.
This Amazon refurbished Apple Watch looks BRAND NEW. At the fraction of the price! Very happy with my purchase.",5.0 out of 5 stars
M.A.D.,"Reviewed in the United States on July 12, 2024","Renewed watch, looks brand new.",5.0 out of 5 stars
MikeDL,"Reviewed in the United States on July 11, 2024",Just like a new watch -- absolutely perfect,5.0 out of 5 stars
sarah,"Reviewed in the United States on June 15, 2024","battery health at 100%, has original apple watch band. no scratches or signs of wear. works perfect. the charger cord is not the original apple one tho. does kinda heat up a bit while charging so i’ll have to buy the original",5.0 out of 5 stars
Kindle Customer,"Reviewed in the United States on April 11, 2024","First time we bought a used watch, wife loves it, the only thing she wishes was better battery only lasts about a day and a half",4.0 out of 5 stars
Joseph Hutchison,"Reviewed in the United States on July 6, 2024",I’m usually pretty skeptical on buying renewed products but happy with this one,5.0 out of 5 stars
Erin,"Reviewed in the United States on April 16, 2024","I ordered this for my husband and was very impressed with this refurbished Apple Watch! It is a newer version and was in excellent condition. It was a great price for what I was getting. The watch did not have a single noticeable scratch or mark on it. It looked as if it was brand new. The battery life is perfect and it works as expected. The band that it came with also looked brand new. It has both sizes for a larger or smaller wrist. If you are giving as a gift the only thing to note is that it just came in a cardboard box, not the original apple packaging.",5.0 out of 5 stars
Busy Mom,"Reviewed in the United States on May 28, 2024","I ordered my watch for the purpose of keeping track of my heart palpitations. I am not a tech person and it took me a few days to get everything I needed set up. About a week into owning the watch, I finally recorded the rhythm and showed my doctor. Thankfully I got the information that I needed to get the ball rolling on looking into my heart health.",5.0 out of 5 stars
Makayla,"Reviewed in the United States on May 15, 2024","I wanted desperately to upgrade my series 3, but lord did I not want to pay the amount for a series 9 through my phone company. I LOVE THIS WATCH! It works fantastic, and for the price, I really feel like it was a steal. It came in perfect condition, no scratches or marks. It did take a while for it to boot up, but that's to be expected. I've had it for a while now and the battery life is perfect! It really was a great purchase!",5.0 out of 5 stars
Jamie Manning,"Reviewed in the United States on February 17, 2024","I have bought through Amazon Renewed many times and have always received basically brand new items. The battery health is at 100% and there is not a single scratch on the watch. It powered on immediately and connected to my phone without any issues. You would not be able to tell the difference between this one and one straight out of an Apple Watch box. I did not use the watch band that was included, but it looked brand new as well. The charger was new and still had the protective stickers on it. I don’t believe the charger is the original or an Apple brand (no logo??) but it charged the watch from 5% to 100% in a little over an hour. I will add an update if I ever have an issue, so if there’s no update you can assume it is still working as it should!",5.0 out of 5 stars
adam,"Reviewed in the United States on June 2, 2024",Got my watch renewed is good condition but to what I got was in excellent new condition I didn’t see any scratches or any cosmetic issues it functions properly and it came in a box with everything original still rapped up like it was brand new i highly recommend buying renewd .,5.0 out of 5 stars
elliot G.,"Reviewed in the United States on April 20, 2024",Todo bien pero vino con cargador genérico que no funcionaba,4.0 out of 5 stars
Josh,"Reviewed in the United States on July 12, 2024",looks brand new,5.0 out of 5 stars
tjrunner,"Reviewed in the United States on April 22, 2024","Ordered this watch for an elderly parent. Took two attempts, after the first receiving of an apple watch that wasn't at all what I ordered, seller took care of making that right; - well, better, anyway. The second time received the watch noticed it had the wrong size band, and wrong charging cable (not the usb-c that comes original from apple) vs. what was ordered, but the watch itself was ok. Watch also has a very small crack in the crystal. Since seller gave quite a discount to make up for the first order mistake, just keeping the watch and will go with it. Everything else about the watch seems to be good per appearance and operation, so far. All that being the case, wouldn't necessarily recommend Amazon renewed after this experience, IF you can afford an Apple refurb or new.",3.0 out of 5 stars
E,"Reviewed in the United States on August 1, 2024",It supposed to be in an excellent condition. It is not.,3.0 out of 5 stars
Howie,"Reviewed in the United States on June 22, 2024",Overall her good price but the charging puck does not work. Luckily I have spare one from my last Apple Watch that works but slowly. The wall piece works just not the charger puck. Risky buying these renewed items .. feels like a huge gamble. I would say at least watch works so that's biggest positive.,3.0 out of 5 stars
Peace&love,"Reviewed in the United States on June 11, 2024","I like how it was like brand new easy set up , i had the aluminum one before and looked smaller than the stainless steel one it looks like the 45Mm one but comfortable",5.0 out of 5 stars
George Divens,"Reviewed in the United States on February 17, 2024","Great deal. I considered several options;
1. Do I need phone number assigned to the watch
A. Not really, I normally have my phone with me.
2. Do I really want to spend more money at the phone store or Apple Store.
A. I saved about $175.00 buying refurbished
B. And if I bought at the phone store they will give it to you free but you now have a commitment to use there phone service on the watch for 2 years at about $30.00 a month.
I am very happy with the watch I purchased here and they also warranty the watch for a period of time. Something I have not needed so I don’t really know much about it.",5.0 out of 5 stars
Matt,"Reviewed in the United States on February 2, 2024","Your mileage may vary, but this device came in practically new condition (no visible wear, went to Settings > Battery and the capacity was still at 100%) and the price for a cellular Apple Watch S8 (which is very close spec and feature wise to the current S9) was insane. I was debating between this one and an Apple Watch Ultra (or 2) as my goal is to get outside and leave my phone behind without losing all contact as I work a busy schedule and can't go 100% off grid. So far so good and I think this will meet my needs just fine! Charge advertised as 18 hours of use and that seems accurate so far, so unless you need multiple days away from a charger this is your best deal on a somewhat new Apple Watch.",5.0 out of 5 stars
Lise,"Reviewed in the United States on April 17, 2024","Item shipped so fast I was certain the seller got in their car and drove it to me overnight. Literally within 24 hours I had my refurbished watch! That’s excellent service. However, I can’t accept an “excellent” tag on this watch. It just has too many scratches on the very top of the screen (previous owner didn’t use a case), scratches where the blue color flaked off, and there was sweat/skin junking up the button as well as the perimeter of the glass and the speaker. There was also a big sticky adhesive blotch on the back of the watch - at minimum this, and the dried sweat, should have been cleaned. The watch seems to work fine. It has a 95% battery life. So far everything that I’ve tried works.",3.0 out of 5 stars
Brandi Thornton,"Reviewed in the United States on June 28, 2024","Love it, it’s just like brand new",5.0 out of 5 stars
Bru Ha Grafix,"Reviewed in the United States on June 18, 2024","This watch was a refurb and it works great. It set me back about $160 and for a newish Apple watch, that seems like a really good value.",5.0 out of 5 stars
J. Hammack,"Reviewed in the United States on July 1, 2024","The watch has functioned fine, but the battery will only last about until about 9:30 or so at night. I would have expected a watch to have a battery life that would last atleast a full day.",3.0 out of 5 stars
Carlos Antonio Dias,"Reviewed in the United States on February 17, 2024","Only complaint is the battery life that I expected to last longer.
My apple watch series 3 battery was better when I bought it.",4.0 out of 5 stars
adele,"Reviewed in the United States on January 10, 2024",Every time I set the exercises after a message Something Went Wrong REFRESH. If I chose refresh its goes to a code for Amazon music but doesn't correct the issue if I do the refresh. Hopefully it isn't a hack. I can't seem to get answers from Siri or Google. Other wise I am very happy with the watch as it keeps me going in the evening when it tells me to GET UP!,4.0 out of 5 stars
