Profile Name,Date,Data,Star
Altmanmom,"Reviewed in the United States on August 22, 2024",I researched many dehumidifiers before buying this one. Works well. We empty it about every 2-3 days. Having a lid on the bucket is helpful as water doesn’t spill as much when carrying up the stairs from basement.,5.0 out of 5 stars
Andrew Sikes,"Reviewed in the United States on August 15, 2024",If you are looking at dehumidifiers this will not do you wrong. The wife was skeptical at first. When I poured out all the water it had collected just overnight. She now uses it when we need it. Simply amazing. Great buy.,5.0 out of 5 stars
Michael Doherty,"Reviewed in the United States on August 9, 2024",I purchased this dehumidifier over 2 years ago. In the AZ monsoon season it was pulling over 2 gallons out of my garage so I plumbed it to drain directly outside. I set the humidity to 50 and just leave it on year around. It has worked great to keep my gym equipment free of rust.,5.0 out of 5 stars
Simone S,"Reviewed in the United States on January 13, 2024","After 3yrs of almost constant use my Frigidaire dehumidifier started acting up (seemed like compressor was stuck on and humming even when turned unit off) on Christmas Day. I decided to purchase the newer model (looks EXACTLY the same) as a used like new Amazon Warehouse return. It arrived on its side (not good) inside a larger Amazon box with zero packaging material in the Amazon box. The actual Fridigaire box was very slightly damaged but the product inside was strapped and taped with plenty of styrofoam (still brushing it off the machine lol) and seems brand new.

Unfortunately, when I plugged it in, it's much louder than the previous model and often makes an annoying clunking when the compressor turns off and on (old model didn't clunk). The compressor sounds like it's straining and similar to the old dying one I continued to use after the initial issues, to see if it was really done for (unplugged it when leaving house or sleeping). These noises are disturbing while I'm working from home. Unsure sure if I'm going to keep this, but may reach out to Fridgidaire to check warranty support first. I really don't want to pack this heavy thing back up and return it. I also wonder if it being shipped on its side (says not to tip the unit) somehow damaged it.

As far as pulling water out of the air, it works great. It's almost filled the bucket on low speed (off and on) since this morning. (FL EL Nino winter, 86% humidity outside at 1145pm. Internal humidity sensor seems to overreport humidity when compared to my hygrometers and machine doesn't shut off too often. I'll update after troubleshooting and speaking to Frigidaire.",3.0 out of 5 stars
Cory S. Estes,"Reviewed in the United States on April 23, 2024","We've had another dehumidifier for many years. It seemed to work fine and did what it was supposed to do in our basement but wasn't quiet and we noticed increases in electric consumption during the seasons ti was in use. One day a service technician was in inspecting a water control system in our basement. He looked at the old dehumidifier, said, ""Hmmm..."", pulled out his phone and looked up a recall article for that particular model. It seems it had been recalled by the company as a potential fire hazard. He sent me a link for the article and recommended we stop using it; he had the same model in his home. After reading through the recall I contacted the company as directed and was instructed to ""get on a list until it was determined how the recall was going to be handled."" At that point we decided it was time to buy a replacement!

We did lots of research and felt this was the brand and model to get. Low and behold there was even one available via Amazon Warehouse that was new-in-box but the top of the box was slightly damaged. Sold! It arrived in good time, was in the original box, and works perfectly.

We're very happy with it. It is much quieter, efficient, and though we haven't noticed the effect on the electric bill yet, it seems like it'll have to be an improvement because it's running for shorter time. We're happy with it and have recommended it to friends and family.",5.0 out of 5 stars
Ann,"Reviewed in the United States on December 10, 2023","Just recieved the new model. I had the old one for just over a year and it broke. I decided to replace it with the same thing because I think the problem was user error rather than quality. I can't comment on longevity of the new model since I only just got it, but I would note that it is different from the old one. I think it is a bit noisier. It is also more compact- specifically in height. The only major difference is the vent. Unlike the older model that is pictured in the item description, this one does not have a vent and handle on top. The handle is gone and the vent is now on the side, which is both a good and a bad thing. It needs more space around the machine to make sure it can vent properly which means I can't put it back in the same place as the old one. But, it also means that dust isn't falling into the vent when the machine is off or in sleep mode, which is a huge plus for me since the reason I have it in the first place is due to a major dust allergy.",4.0 out of 5 stars
B. Francis,"Reviewed in the United States on August 17, 2024","I purchased this just over two years ago, replacing another Frigidaire model that died after 4 years. It worked fine until a couple of weeks ago when it pinned itself at 30% and loudly shuts off off after a few minutes. Have no idea what happened and it’s just past its product support date, not that product support would have been helpful based on reading reviews. (And based on Amazon customer reviews, appears most dehumidifiers have a high failure rate).",3.0 out of 5 stars
Tim Gorzynski,"Reviewed in the United States on August 5, 2024","New unit purchased in June of 2023 and functioned well during that Summer. Turned off in Fall of 2023 since humidity in basement was acceptable after furnace was turned on. It was restarted in May of 2024 as humidly increased. Soon after restart EC error code was displayed and unit stopped running. Unplugged unit and after plugging back in error code disappeared but within an hour or two same error code was displayed and unit stopped running. Repeated process several more times with same result. Electrolux was contacted and told by them that the unit could not be repaired and a new unit would be shipped at no cost. Email from Electrolux on May 20, 2024 said that arrangements were being made to ship a new unit. However, a month later a new unit had not been delivered so Electrolux was contacted again. Told it would be shipped within 5 business days, however a new unit was not delivered until July 23, 2024, two months after originally contacting Electrolux. Also told that warranty would only be for the original one year that ended in June 2024. As of August 5, 2024 new unit has been functioning appropriately after approximately two weeks of use. Given the short amount of time the original unit lasted and the two months it took for Electrolux to replace it with a new dehumidifier I can not recommend purchasing this model dehumidifier.",2.0 out of 5 stars
PidePiper80,"Reviewed in the United States on August 15, 2024",This thing is a beast. It works really really well. Doesn’t take up that much power and man can dry out a room. I can’t recommend this more,5.0 out of 5 stars
N. pollitt,"Reviewed in the United States on June 2, 2024","I have been using it for about 4 weeks and it is very quiet for the most part, except for a clunk when the compressor turns off.
It seems to be doing a fine job on moister removal.",4.0 out of 5 stars
florida1,"Reviewed in the United States on June 22, 2020","I bought these mainly for the wifi, since they had much less expensive models with similar features available. I bought 3 of these units to start, with hopes to perhaps buy at least 1 more. My first recommendation is to watch the connect to wifi video since you have to connect to the humidifier as if it was a wifi network, in order to connect. This is not intuitive, but even after doing this, it took multiple times before my unit would connect anyhow. Once connected, the app tells you that you have to register the unit, so I entered all my data and it kept giving me the same error message. (ECP0108, please check your information for accuracy). I tried many different ways to enter my information, but ALL gave me the same error message. (if you look on iTunes, it seems many people get the same error message), and I do wish I had read the app ratings before purchasing, since it has a 1.4 out of 5 star rating. I called their support Friday and after long holds and 20 minutes of discussion, was told I needed a different department. I was transferred and left a voice mail (and today, I was told by many, that they don’t even have a voicemail system). In any event, after wasting many more hours today and one email response with some suggestions which did not work.....I still have an app that is nonfunctional, since it says my unit it not registered. I was told they have sent a ticket to the IT department, who does not take calls, and someone will hopefully get back to me in a few more days. Dehumidifier so far, gets 4 stars, wifi gets 0 stars, customer service 1 star

Addendum: After much persistence on my part, I finally got to speak with IT, and they did release an app update that fixed some of the bugs. It took over a month, and they still need to optimize and fix further, but I do now have all 3 units hooked up and can control via iPhone or iPad app.

Just another comment, like any web based control, after a power outage or reboot of my router, only 2 of the 3 dehumidifiers connected back automatically back to the apps, so had I not been home, had been away on a trip, or whatever, I would NOT have been able to get it working. Turning the unit off and on, or trying to reconnect via the apps did nothing and the only thing that worked was unplugging the unit and plugging it back in. I will have to see over time how often this happens and if so, whether it is always the same unit that has trouble reestablishing a connection.",4.0 out of 5 stars
Jerry,"Reviewed in the United States on June 20, 2024","I purchased the Frigidaire dehumidifier just under a year ago. It's solid. All features work as expected. A few days ago, I started to hear some clinking like a small rock was bouncing around. That stopped, but then sheets of ice started to form on the back. I had a similar experience with my prior dehumidifier. Why don't they last? I even bought the Protection Plan through Amazon. I filled out the claim. After submitting, it redirected me to the frigidaire site to submit a claim. : ( Now, I'm sitting there waiting for someone to respond in the chatbot. Frustrating.",3.0 out of 5 stars
Siouxzin,"Reviewed in the United States on July 10, 2024","Not too noisy, easy to empty and seems to be built well. Using continuous for a year now and very satisfied. Has really reduced the humidity in our home. If I could add one feature it would be a way to open the water container so it could be cleaned. We have forced air heat and ac and it is dusty here. The inside of the water tank is starting to get an accumulation of dust in it. Would be nice to wipe it out but doesn't open to make that possible.",5.0 out of 5 stars
jewno,"Reviewed in the United States on September 12, 2022","After reading many reviews ranging from 1 to 5 stars, I was scared to purchase this product, but I have to say, I'm not disappointed.

Let's start with why I purchased it - I needed to bring down the humidity in my west Texas home (~1,730 sqft). The humidity in my house with refrigerated air was between 55 (downstairs) and 65% (upstairs). After receiving the dehumidifier, I placed it upstairs in my loft, which overlooks most of my downstairs.

PERFORMANCE (5 STARS): I ran the dehumidifier on its continuous setting for about 3-4 days, and I didn't see any immediate results. The humidity in my house was the same, but it was removing moisture from the air - about 12 gallons a day. I was on the verge of returning the product, but on day 4 or 5, the humidity levels began to drop dramatically. After about a week of running, they are down to about 30% (downstairs) and 43% (upstairs), ±2%.

TEMPERATURE: I read some reviews about the air from the exhaust being hotter than the current air temperature - this is true on occasion. I felt that the air leaving the machine was a little warmer than the surrounding temperature; however, it wasn't anything significant. Other times, there was hardly any noticeable difference in the air temperature from the exhaust and the surrounding air temperature.

PLACEMENT: I read in the instructions that this unit should be placed at least 12 inches from the wall on any side. After looking at the unit, the air intake is on the rear (which looks like a design flaw). I feel this could have been better placed on the sides or front (but hey, I'm not an engineer). I wasn't going to put this in the middle of the room, so I simply turned the unit around and put the front of it against the wall, so the rear (where the air intake is) was facing outward. The only inconvenient part of this was that the water reservoir was only accessible from the front. This means you cannot see the water level or empty it without turning it around. This minor inconvenience takes seconds to do and needs to be done once a day (twice max). Even though you can't see the water level, the unit will automatically turn off once it is full.

NOISE (4 STARS): While quieter than others (from what I've read), this unit is still a bit noisy. I didn't conduct a decibel test, but it sounds like a large floor fan when on high.",5.0 out of 5 stars
Jake,"Reviewed in the United States on July 4, 2024","I ordered this after it came up alongside a list of similar units, all new. I thought I was getting a sale price. Turns out it is refurbished. There was no mention of that in the item title listing! I went back and only then noticed the price was for “used.” Shame on Amazon for these deceptive practices. The item works and I got a good price, but I had no intention of buying a used or refurbished item. They should not be allowed to show used items without clear mention in the description!",3.0 out of 5 stars
SML,"Reviewed in the United States on June 29, 2024",Seemed to do a decent job until it just stopped working. The display was illuminated like it was on. I live in FL; I opened the slider to let in some humid air and it still didn't come on. Good thing I got the 3-yr extended warranty from Asurion! They gave me a gift card for the full purchase price I bought a different make (awaiting shipment) with a square water tank. The Frigidaire tank was very difficult to clean due to its design. Seems many dehumidifiers have the same shape water tank.,3.0 out of 5 stars
