Profile Name,Date,Data,Star
Levi,"1 month ago | Aug 6, 2024 1:45 PM",Great speakers but when i opened the box it had a moldy smell,Rated 3 out of 5 stars
SebastianS,"1 month ago | Aug 5, 2024 2:46 PM","Amazing sound quality and a very cool display. The downside is Siri not being so great, but hopefully with the new Siri update that'll be mostly resolved.",Rated 4 out of 5 stars
Anonymous,"1 month ago | Aug 5, 2024 11:56 AM","Very pleased. Good sound for size, fits well with Apple ecosystem, best as a stereo pair.",Rated 4 out of 5 stars
CodyA,"1 month ago | Aug 5, 2024 6:54 AM",I highly recommend this speaker my wife and I love it. It pairs to our Apple TV so we have surround sound!,Rated 5 out of 5 stars
FridayN,"1 month ago | Aug 4, 2024 8:25 PM",Super best product money can buy. It's the best and enjoyable.,Rated 5 out of 5 stars
HenryT,"1 month ago | Aug 3, 2024 1:33 AM",It’s as amazing sound and it’s so much better then the mini one,Rated 5 out of 5 stars
WilliamR,"1 month ago | Aug 2, 2024 3:14 PM","I was looking at the Apple HomePod for awhile as an alternative to spending big money on a sound system.  I don't have an iPhone, just an iPad, so I'm not immersed in the Apple environment.  I scooped up the HomePod and Apple TV on a nice sale for what I'd consider a very reasonable price to give this a try with my new LG OLED TV.

Price:
The cost of the HomePod is pretty steep if you don't get it on sale(which aren't ran often).  If you're like me and want a pair of HomePods to substitute for a sound system, then it will run you $600 purchasing at full price.  I do feel that's pretty costly.

Setup:
Very quick and easy to setup with my iPad.  Linking it with Apple TV was even quicker.

Sound quality:
Sound quality to this little speaker is fantastic!  Very clear and crisp audio.  Speakers pushing sound up and to the sides really help in bouncing sound off the walls to give a surround sound vibe to this.  And I only have one.  Bass can get strong, which caught me off guard.  It's great for music!  Good for movies(probably need 2 HomePods to really excel at movies).

Smart speaker:
Siri is just a few words away.  I don't use Siri often, but for quick and easy questions or commands, she gets the job done for me.  I'd say Alexa is a little better in the intelligence department, but Siri is still suitable.

Overall thoughts:
I'm very satisfied with the single HomePod I have.  I will grab a second one in the future on a sale.  Clear and high quality sound quality.  Atmos effects with the upward firing speakers.  Only negative I've come across is the price.

Bonus:
I love movie theater type sound.  Since I have Apple TV hooked up to my LG TV, I'm able to pair the TV audio with a soundbar and the HomePod at the same time.  I do have to manually set the temp audio output for the soundbar each time, but with the sound of the HomePod added to the TV speakers and a Samsung Q990d, the sound it ridiculously amazing in that room!  Low ceilings and not an overly large room helps contain the sound, but the rumble during action scenes is as good or better than at a theater.  Hard to believe as I always had the impression you need to spend big money on a receiver, sub, and speakers for that type of audio quality.  But I'm a very happy camper.  Now time to experiment how the sound is with 2 HomePods.",Rated 5 out of 5 stars
WEA10023,"1 month ago | Aug 2, 2024 12:43 PM","Pro: 1) It is very easy to link my iPhone. 2) The sound quality is good. 3) The build is solid. 4) Siri works well

Cons: 1) Even though the sound quality is good, it is still not great. 2) It is too expensive; 3) Smart features are limited.",Rated 3 out of 5 stars
MauraK,"1 month ago | Aug 2, 2024 12:22 PM","We are an apple household. Mac, Macbook, airpods, iphone, ipad... It made sense for us to get a Home Pod. We did have an Alexa unit, which was great, but.. just didn't offer the seamless connection that the HomePod has. I loved how easy it was to set up and regret not getting one sooner.",Rated 5 out of 5 stars
StanP,"1 month ago | Aug 2, 2024 10:15 AM","They sound pretty good, but not the great experience that I was expecting with two HomePods connected to the AppleTV 4k.  They are okay, but just okay.",Rated 3 out of 5 stars
ManishS,"1 month ago | Jul 31, 2024 1:36 PM",One of the best sounding speakers. The bass is the best.,Rated 5 out of 5 stars
HaveAPerc,"1 month ago | Jul 30, 2024 8:38 PM","Has connection issues all the tume. Sound is so good it doesn’t even matter. This is a Goat Teir speaker at this price; same as JBL, Sony, any of the big names prices. Way better preforming sound than all of class, wired sucks but app is butter, connection issues here and there are annyoing but still works somehow.",Rated 5 out of 5 stars
MPRChagrin,"1 month ago | Jul 26, 2024 2:27 PM","Excellent Product, Easy to set up and works as advertised!",Rated 5 out of 5 stars
jeff,"1 month ago | Jul 26, 2024 2:12 PM","Pretty dope sound wise thinking about getting another so I can get the stereo pair going. Has issues sometimes when connecting to other mini homes. Also sync issues with music sometimes. 

Overall it’s is a really good product.",Rated 4 out of 5 stars
Luke,"1 month ago | Jul 26, 2024 11:02 AM",Very good quality surprisingly good bass for the size. Would definitely recommend getting 2 for stereo pair.,Rated 5 out of 5 stars
Red313,"1 month ago | Jul 22, 2024 2:43 PM",THIS IS THE BEST HOMEPOD SO FAR.   ITS VERY LOUD.  BETTER THAN THE MINI. SIRI IS STILL SIRI AND WITH APPLE MUSIC MAKES IT A GREAT COMBINATION.,Rated 5 out of 5 stars
Oldjominion,"1 month ago | Jul 22, 2024 7:44 AM","I purchased this a little over a year ago. Today, my 2nd gen HomePod no longer powers on and is bricked. I haven’t updated it or touched it. The issues of old are clearly still a risk with gen 2. I have a $330 brick now out of warranty.",Rated 1 out of 5 stars
TabithaP,"1 month ago | Jul 20, 2024 5:40 PM","This gift is the one of the best gifts I got my husband he has made use of it in our home, great sound",Rated 5 out of 5 stars
Anonymous,"1 month ago | Jul 19, 2024 1:52 PM",I have 4 of these to give me room filling dynamic stereo in our lounge and Pool Table entertainment area and the sound does not disappoint.,Rated 5 out of 5 stars
Michael,"1 month ago | Jul 19, 2024 10:40 AM","The Apple HomePod system is much better than Amazon's Echo system. We no longer get random advertisements shouted at us in the middle of the night. The audio performance, even on the HomePod Mini, is very good. I like being able to play music throughout the house and have it sound good.
I have two of the large HomePods paired with an AppleTV and connected to the HDMI-ARC on the TV so even other connected devices play their audio through the speakers.",Rated 5 out of 5 stars
Donald,"1 month ago | Jul 19, 2024 10:19 AM",I bought two of these to use as my home theater sound setup and they do not disappoint. Audio is very sharp and the amount of bass these put out is very surprising. These worked seamlessly with my Apple TV 4K.,Rated 5 out of 5 stars
GerardoP,"1 month ago | Jul 17, 2024 10:19 AM",good value but wish the battery would last a little longer,Rated 5 out of 5 stars
TerrenceM,"1 month ago | Jul 17, 2024 6:37 AM",Great to have around and to keep up to date on news and listen to music.,Rated 5 out of 5 stars
AshleyJ,"1 month ago | Jul 16, 2024 3:38 PM",the sound is so crisp and the music fills the entire room. I can definitely hear everything throughout the house using the homepod.,Rated 5 out of 5 stars
John,"1 month ago | Jul 15, 2024 12:42 PM","Nothing special!
The Good:
Listening to music from a phone is ok overall 
It has great bass and ok on the rest
The bad:
Tv audio and Apple home is absolutely disappointing experience 
Home pod needs updates in Apple home to start using pod 
It takes all day for this thing to setup
9 hours to update and the pod didn’t show up after update 
After a second try and 9 more hours updating it finally show up in devices. 
Tv speakers are as good on every thing but the bass 
it is very frustrating to use for tv audio 
If your on the fence about this then I would suggest checking out the new Samsung music frame 
Much better for around same price 
Home pod is outside in my gardening shed now",Rated 2 out of 5 stars
RudyC,"1 month ago | Jul 13, 2024 3:11 PM",This speaker is amazing and it meets all of my expectations.,Rated 5 out of 5 stars
Headlock,"1 month ago | Jul 13, 2024 11:37 AM",Pretty loud speaker and love the siri feature. Alittle weird with connecting apple accounts but other than that we love it.,Rated 4 out of 5 stars
EliasM,"1 month ago | Jul 12, 2024 11:10 AM","I love it!! 
sounds great. 
Easy to use!, the color the texture everything is high quality.",Rated 5 out of 5 stars
JamesW,"1 month ago | Jul 12, 2024 10:32 AM","I have multiple HomePods for my home, this one is my favorite smart speaker. Not as smart as some of the others on market but the sound quality is amazing",Rated 4 out of 5 stars
JamesB,"1 month ago | Jul 12, 2024 10:09 AM","You cannot fathom how easy it is to set up an APPLE HomePod, pair it to its mate and have great stereo sound. The speaker are also a cinche to hook up to APPLE TV or any tv to enhance your enjoyment",Rated 5 out of 5 stars
JoseV,"1 month ago | Jul 11, 2024 7:33 PM",Nice and loud. The sound is perfect for my apartment and easy to pair to Apple tv,Rated 5 out of 5 stars
JerryJ,"1 month ago | Jul 11, 2024 3:28 PM",I love the sound it gives out. Sometimes it’s hard to connect and must have it plugged in to use but overall the quality and durability is great!,Rated 5 out of 5 stars
Lhhh,"2 months ago | Jul 8, 2024 1:20 PM","great sound, good quality, easy to use, was perfect for my Apple TV",Rated 5 out of 5 stars
RicardoB,"2 months ago | Jul 8, 2024 12:25 PM","Love the sound on the homepod, although gen 1 sounds slightly better in my opinion. Love that it can tell me the temperature and humidity in my room and its an amazing home hub for connecting other products supported through apple home.",Rated 4 out of 5 stars
RelicFace,"2 months ago | Jul 5, 2024 5:58 PM",Bought this open box and it has worked perfectly. Started my smart home with it as the main hub. No problems. The sound was lacking highs to my ears and sounded muddled. Thought about returning it. Put my hearing aids in and it sounds fantastic for such a small little device. I can’t think of one complaint. Works seamlessly.,Rated 5 out of 5 stars
MichaelS,"2 months ago | Jul 5, 2024 4:37 PM","Very good, I use it for my room, I love it, it’s the best thing I got",Rated 5 out of 5 stars
MayelinB,"2 months ago | Jul 3, 2024 6:09 PM","Bought them to use in place of my lg sound bar, the sound quality is amazing and I can use them with our smart home!",Rated 5 out of 5 stars
RaymondF,"2 months ago | Jul 2, 2024 1:19 AM","This is the best device to connect to any other Apple pc, Mac mini, iPhone, iPad, Apple TV. Great sound and great quality especially watching movies background noise is 100%",Rated 5 out of 5 stars
Tenor,"2 months ago | Jun 30, 2024 1:49 PM","It’s an Apple product, of course it’s awesome. The sound quality is impressive",Rated 5 out of 5 stars
mjsmusic,"2 months ago | Jun 30, 2024 12:51 AM","I totally regret my purchase. im a big apple fan, and for this HomePod to be so sluggish is so disappointing. the bass and sound is AMAZING! but when it comes to connections, and Siri, its so POOR!! it makes having commands useless and Siri useless. there ever hardly access or connection. I feel like wasted money, and now the sound started stat icing and I only had this for a month and a half and im disappointed completely.",Rated 3 out of 5 stars
YunJ,"2 months ago | Jun 29, 2024 4:05 PM","Connectivity among the apple device are pristine. However, it occasionally has a disconnection issue, and I’m still waiting to find out why",Rated 4 out of 5 stars
JeffreyW,"2 months ago | Jun 28, 2024 5:21 PM",I love it … has great sound and easy to setup and use.,Rated 5 out of 5 stars
Marshall,"2 months ago | Jun 28, 2024 7:13 AM","So much sound in a little package. I bought two of HomePods for stereo sound and they sound louder together. I use them as my Mac computer speakers. The only issue is there is a small delay, but the Mac is able to compensate well. Overall I don’t regret buying them over other speakers for my use case.",Rated 5 out of 5 stars
EdwardM,"2 months ago | Jun 24, 2024 7:31 PM",These are absolutely amazing I had to buy two! I will buy more for the house,Rated 5 out of 5 stars
AminS,"2 months ago | Jun 22, 2024 6:02 AM","The device delivers excellent audio quality, however, its responsiveness to queries is somewhat sluggish.",Rated 4 out of 5 stars
Jason327,"2 months ago | Jun 21, 2024 8:22 PM",Love these speakers! Setup was easy and it pairs well with my Tv.,Rated 5 out of 5 stars
Boysmomma,"2 months ago | Jun 21, 2024 2:50 PM","As all Apple products, this thing is amazing with lots of options and accessories. The Best Buy experience was great as well. They are always helpful and knowledgeable.",Rated 5 out of 5 stars
Grot,"2 months ago | Jun 20, 2024 2:43 PM","Very good sound quality in a very small
Package. Buy them in pair and you will get a good mini sound system with very small footprint.",Rated 5 out of 5 stars
LJANE,"2 months ago | Jun 19, 2024 12:43 AM","Apple - HomePod (2nd Generation) Smart Speaker with Siri - White
This Homepod was really cool at first sight with the lighting but it not what I need since I couldnt connect it to my computer. Overall was okay for me.",Rated 4 out of 5 stars
VictormS,"2 months ago | Jun 18, 2024 1:57 PM",Great product. My wife loves having it. We frequently use it.,Rated 5 out of 5 stars
Emmy,"2 months ago | Jun 16, 2024 3:02 PM",The Ihome is great the big problem was that all the stores that we when to said they had it but none of the five stores that I drove to had it I had to order it online.,Rated 3 out of 5 stars
Frago,"2 months ago | Jun 14, 2024 4:45 PM","It takes a while to update, but after a while its sound is very good, I'm going to buy another one for stereo sound",Rated 5 out of 5 stars
KessioV,"2 months ago | Jun 14, 2024 3:49 PM",Best speaker from Apple ever! So much better than the mini. So many more functionality would definitely recommend,Rated 5 out of 5 stars
KennyT54,"3 months ago | Jun 7, 2024 10:49 PM","I love our Apple Home Pod. It makes life easy. I ask  Siri to turn on and off the light in our home, and the set-up was so simple, and I far from being a Tech nerd. Oh I almost forgot the speaker system sounds really good. I can ask Siri almost anything and she will get me the information I asking for she’s really smart.",Rated 5 out of 5 stars
ChuckG,"3 months ago | Jun 7, 2024 5:22 PM",Loved my first HomePod so much I purchased the second one. Would recommend the pair for sound quality but one isn’t bad.,Rated 5 out of 5 stars
Ivan916,"3 months ago | Jun 6, 2024 2:23 PM",I really like this speaker.easy to use Siri is always helpful thing hight quality sound,Rated 5 out of 5 stars
Chez,"3 months ago | Jun 4, 2024 8:42 PM","Replaced a HomePod mini in the center of a room, and it fills the room with sound far better, and the bass is night and day. Apple has always been a leader in acoustics, this product doesnt deviate.",Rated 5 out of 5 stars
EddieZ,"3 months ago | Jun 3, 2024 2:06 PM","Works great, the sound that comes out of it is clear and i can hear it even when were having our dinner parties with 12-15 people!",Rated 5 out of 5 stars
dandan5m,"3 months ago | Jun 1, 2024 11:48 PM","I got this new one to replace an original that was many years old and had developed an intermittent popping noise. This new one runs a lot smoother and quicker with commands and responses. Siri seems to understand me better, which may be the device hardware being better or the backend/software improvements. The music sounds fantastic and gets plenty loud for my basement. I don’t have any complaints, it’s a solid product and i really enjoy it!",Rated 5 out of 5 stars
MalisaV,"3 months ago | Jun 1, 2024 8:10 PM",Don’t waist your money it’s not worth it their is better,Rated 1 out of 5 stars
Tyler,"3 months ago | May 31, 2024 11:03 PM",This homepod meshes great with all the minis and other apple tvs throight the house. Mske things great and easy to access.,Rated 5 out of 5 stars
BrianM,"3 months ago | May 31, 2024 6:31 PM","Easy connectivity, great sound quality, and perfectly integrates with iPhone/iPad. Also can play Apple Music separately from being connected to iPhone. Very happy with the purchase.",Rated 5 out of 5 stars
jackson019,"3 months ago | May 31, 2024 4:23 PM","It's not bad. But it's useless if you want to make calls over Zoom or Google Meet (sounds significantly delayed).
For the money it costs, there are better options.",Rated 2 out of 5 stars
914mph,"3 months ago | May 31, 2024 3:20 PM","The sounds is good but the fact that you need to only use AirPlay was annoying, I was expecting to be connected just like how we use our AirPods but nope, so I sent it back.",Rated 2 out of 5 stars
RogerM,"3 months ago | May 27, 2024 9:26 AM",Apple HomePod Max and Mini speakers are problematic when you have them in a stereo pair — they constantly lose their synchronicity with their paired partner. The only resolution I have found to date is to factory reset and reconfigure. The HomePod max struggles to perform as Apple TV home theater pair in a large space.  I keep all my Apple products up to date on patches - and this unpairing has happened 5 times in a year of ownership.  I yanked them out - and replaced them with Onn Roku speakers until I figure out which product I will replace them with…. But Sonos is looking solidly as a contender.,Rated 1 out of 5 stars
JocelynC,"3 months ago | May 25, 2024 6:36 PM","Great purchase. The sound quality and smartness of Siri makes it even better. If you're looking for a smart home speaker, then just buy it!",Rated 5 out of 5 stars
RKum,"3 months ago | May 25, 2024 1:15 PM",I love it from both sound quality and ease of use.,Rated 5 out of 5 stars
Dami,"3 months ago | May 24, 2024 10:48 PM","Sound is okay overall. However, connectivity is restricted to Apple product which is a big downside if you plan on connecting non-Apple devices.",Rated 3 out of 5 stars
TrevorK,"3 months ago | May 24, 2024 10:24 PM",It’s a really good product worth the money! Isn’t too loud but isn’t too quiet which is good,Rated 5 out of 5 stars
TPVM406,"3 months ago | May 24, 2024 10:11 PM",I love this speaker! The heaviness to it kind of hinted to me it would be good. For a little thing it has a sound better than most brands except for Bose. So I would say this is a slighter economic friendly choice than the Bose which I wish I could afford but we have a clown for a president. But the Apple will do for now. If you really dig in the settings you can do some good sound customization and the volume is plenty enough.,Rated 5 out of 5 stars
Warren,"3 months ago | May 24, 2024 7:21 PM","I purchased 1 of these for my Son for Christmas gift last year, and couldn’t believe the rich sound that came from this Apple Home Pod. So I purchased 1 for myself and I am enjoying every minute of it. Excellent rich sound.",Rated 5 out of 5 stars
RobertL,"3 months ago | May 24, 2024 6:17 PM",Pair this up with a second speaker and use with an Apple TV and you have a GREAT system.,Rated 5 out of 5 stars
NataliiaT,"3 months ago | May 24, 2024 3:28 PM","Good service, great product. Everything is at the highest level!",Rated 5 out of 5 stars
James,"3 months ago | May 22, 2024 9:54 PM",Awesome sound from a great looking speaker. Deep base and percise mids.,Rated 5 out of 5 stars
Jrom347,"3 months ago | May 22, 2024 8:08 PM",Two of these speakers is a must. The sound is much better when there is 2 of them. The room gets filled with great sound. Pair it with an Apple TV and you have a good system,Rated 5 out of 5 stars
Reny,"3 months ago | May 21, 2024 2:47 PM",One of the best items I have purchased. It is very easy to operate and select the music you want to listen to.,Rated 5 out of 5 stars
Aj1000,"3 months ago | May 21, 2024 8:56 AM","I like how far the speaker can pick up my voice commands, also I like the bass of the speaker but i feel it could be a little louder. I dont like that its not portable and the price is kinda high.",Rated 4 out of 5 stars
Anonymous,"3 months ago | May 21, 2024 8:50 AM","### Apple HomePod Review

I love my Apple HomePod! The sound quality is fantastic, with deep bass, clear mids, and crisp highs. It looks great in any room and works perfectly with all my Apple devices. it's worth it for the amazing audio experience.",Rated 5 out of 5 stars
GCMATT,"3 months ago | May 20, 2024 11:59 AM","I've learned not to buy open box electronics from BestBuy as I purchased two of these for my 5th wheel camper to play in conjunction with Apple 4K TV.  They were still set up from the previous owners (driven by WiFi, not Blue Tooth) and when I called BestBuy for assistance, they wanted $149 to help me. Eventually I figured out how to reset them but never could get them to work so I returned them. I guessing they were returned because they didn't work from the beginning - far from certified. I purchased two new Apple HomePod Minis and they immediately set up.",Rated 1 out of 5 stars
Danimal,"3 months ago | May 19, 2024 8:18 PM",This product works as advertised. I would purchase more products from Apple.,Rated 5 out of 5 stars
SubhrajitM,"3 months ago | May 19, 2024 8:17 AM",Superb sound! Planning to get another one to make dolby atmosphere.,Rated 5 out of 5 stars
Sonia,"3 months ago | May 18, 2024 3:13 PM",Great sound and easy to use! Connecting your phone is as easy as tapping it on the speaker.,Rated 5 out of 5 stars
Jay1,"3 months ago | May 17, 2024 7:23 PM","The quality of this product is the best. Also, very helpful with a variety of needs.",Rated 5 out of 5 stars
DonaldS,"3 months ago | May 17, 2024 4:29 PM",With excellent bass and Siri built in you also get 6 months of Apple Music free. With Apple Music’s extensive music library you will always find something to listen to.,Rated 5 out of 5 stars
Donisha,"3 months ago | May 17, 2024 3:38 PM",I just love everything about this product. It plays my music so well.,Rated 5 out of 5 stars
JackelineC,"3 months ago | May 15, 2024 1:31 PM",Overall perfect. No issues great and easy installment as well.,Rated 5 out of 5 stars
MarteseT,"3 months ago | May 14, 2024 7:23 PM",This is my 2nd one.  I’m amazed at how much bass this thing generates.  Use it only for movies,Rated 5 out of 5 stars
Arris,"3 months ago | May 14, 2024 3:12 PM",This is the most useless purchase I've ever made! It has absolutely no volume!!!!!!!!!,Rated 1 out of 5 stars
KevinR,"3 months ago | May 14, 2024 2:25 PM",A very strong speaker which links in with the Apple ecosystem. I was surprised that it doesn’t allow you to pair it with a HomePod mini. Maybe a software update can address this.,Rated 4 out of 5 stars
Trillium,"3 months ago | May 14, 2024 2:10 PM","Not as loud or strong in sound quality as I was expecting. I have some of the smaller echo devices and I think they are actually louder. With this you get more bass and the use of Siri, which works more smoothly if you have Apple Music. Overall, the device is fine. I think it’s overpriced though.",Rated 4 out of 5 stars
Jbeat,"3 months ago | May 14, 2024 1:58 PM",The price is a little steep but the quality makes it well worth it,Rated 5 out of 5 stars
MichaelW,"3 months ago | May 14, 2024 1:52 PM",Great integration and smooth transitions in the house.,Rated 5 out of 5 stars
Brockettmac,"3 months ago | May 14, 2024 10:15 AM","Love this device. I do think it is a bit too expensive for what it is, but the sound is Amazing. I use this in my kitchen attached to an apple TV when cooking. Convenient and simple to use. We play music and TV through this speaker daily. I also love connecting it to the rest of my Airplay speakers throughout the house.",Rated 5 out of 5 stars
LilHeezy,"3 months ago | May 13, 2024 11:15 PM",Bought two and it brings my apartment to life! We have about 800 sq feet in our apartment living room/kitchen combined and two of these speakers work together to elevate our overall entertainment needs.,Rated 5 out of 5 stars
Karistian,"3 months ago | May 13, 2024 1:56 PM",I’ve been obsessed with the HomePod since it’s first release and own three of the originals. The new version does have better sound quality which was to be expected. I also like how the newer versions is actually black verses the dark gray. I use them as speakers for my living room television and i love how i can pump sound throughout my entire unit by connecting all of my HomePods to whatever i am playing. I never miss a beat no matter what floor or room I’m in.,Rated 5 out of 5 stars
DysonBrand,"3 months ago | May 13, 2024 12:03 AM",Enjoying the booming bass when listening to music and watching streaming shows it does what I need in my room.,Rated 5 out of 5 stars
Hamio,"3 months ago | May 12, 2024 6:14 AM",Playing video like on youtube on a laptop would take couple seconds to play and it takes couple of seconds to stop audio,Rated 1 out of 5 stars
Parvennu,"4 months ago | May 8, 2024 1:40 PM","The HomePod 2nd Gen performs admirably, providing excellent sound quality and functionality. However, it occasionally struggles to sync properly, which can be frustrating. The intercom feature is a standout, offering a convenient way to communicate with family members throughout the home. That being said, it would be beneficial if the intercom feature was more intuitive and user-friendly. Despite these minor setbacks, the HomePod 2nd Gen remains a solid choice for those seeking high-quality audio and smart home integration.",Rated 5 out of 5 stars
CarlosG,"4 months ago | May 7, 2024 8:59 PM","Didn’t work, had to take it to the Apple Store and they gave me a refurbished in return.",Rated 1 out of 5 stars
BestBuyPurchaseReview,"4 months ago | May 5, 2024 6:10 PM","Sounds great, looks great, connects with Apple ecosystem, reliable. Only knock on this is Siri, but it will probably be a lot smarter when they come out with all the AI updates in Fall. Siri is good enough for now, just don't expect to be able to ask it complicated questions. It's better for controlling Apple apps than searching the web, which it will frequently just tell you to ask again on your iPhone.

Overall though, we're very happy with our HomePods. I highly recommend these to anyone who enjoys the Apple ecosystem and is looking for a good sounding smart speaker. Pick up two if you want stereo sound, which sounds much fuller.",Rated 5 out of 5 stars
ChristianP,"4 months ago | May 4, 2024 1:27 PM","Sounds great! Using alongside 2 homepod minis! Had always wanted the first gen, and so happy i got the second.",Rated 5 out of 5 stars
StephenG,"4 months ago | May 3, 2024 4:56 PM",Paired with another one and set it up with my Apple TV 4K. Setting up eARC takes some finagleing but it’s not too hard.,Rated 5 out of 5 stars
AlbertP,"4 months ago | May 3, 2024 4:22 PM",Excellent product I lov3 ………………………………………………….././//,Rated 5 out of 5 stars
LoverOfTech,"4 months ago | May 1, 2024 4:45 AM","Sound wonderful, especially when paired with Apple TV and Apple Music.",Rated 5 out of 5 stars
Dimitri,"4 months ago | Apr 30, 2024 6:17 AM","This is my 3rd HomePod and I love it. I own two orginal HomePods that I bought on releaae day, and they are still amazing.  I use the older ones as a stereo pair for my tv. The new one is on my nightstand. Love the quality of the sound and the white just looks spectacular.",Rated 5 out of 5 stars
Alan,"4 months ago | Apr 29, 2024 8:01 PM",Fantastic sound that fills up a room!  Easy to operate and just works.,Rated 5 out of 5 stars
dk22,"4 months ago | Apr 29, 2024 11:28 AM","The HomePod is a spectacular speaker that well fills the space in which we have it configured. It looks great and its appearance obnoxious like the big Echo device from Amazon. The Siri functionality is a bit limited, like the mobile version, and so some queries are just not possible. But overall, it does what I want it to do and I don’t have to settle for Amazon stealing all my information.",Rated 4 out of 5 stars
Pacman3456,"4 months ago | Apr 28, 2024 8:59 AM","Siri is terrible. You will tell her to do one thing and she will do the complete opposite. The sound quality of the speaker is good, especially when you turn on Lossless Audio with Apple Music, but you’re better off buying a hi-fi speaker that you can do what you want with, because Apple refuses to allow auxiliary input so you’re stuck with Siri for the time being. I returned my Homepod and got the HomePod Mini, which is significantly cheaper and has a much better value.",Rated 2 out of 5 stars
DanielR,"4 months ago | Apr 27, 2024 12:55 PM",Great sound! Very useful! If you buy two of these together you can get great stereo sound!,Rated 5 out of 5 stars
Darian,"4 months ago | Apr 26, 2024 7:54 PM",I love HomePod! I paired it with 2 smaller one to create a whole home experience! And it’s lovely! It’s connected to my Apple TV. I will say it recently disconnected during a storm (power outage) and I had to reset the whole thing & connect it again… but still completely worth it!,Rated 5 out of 5 stars
