Profile Name,Date,Data,Star
CarolH,"3 weeks ago | Aug 16, 2024 10:14 AM","This inconspicuous best buddy can make you smile even when things are crazy all around.

Great product!",Rated 5 out of 5 stars
NenaB,"3 weeks ago | Aug 14, 2024 4:18 PM",So easy to use and I can place it anywhere. Worked fine.,Rated 5 out of 5 stars
ClermithaG,"3 weeks ago | Aug 12, 2024 11:08 AM",I like this echo easy to used everything was perfect I don’t regret my money,Rated 5 out of 5 stars
JosueP,"3 weeks ago | Aug 11, 2024 8:56 PM","This Alexa speaker is wonderful. I love the fact that I just have to say Alexa do this, and she does it.",Rated 5 out of 5 stars
BryanaO,"1 month ago | Aug 7, 2024 7:52 PM",I love it!!! My family loves it too. We’re always using it. 100%recommend it,Rated 5 out of 5 stars
Miriam,"1 month ago | Aug 6, 2024 11:15 PM",Love it. Got the lightbulb to go with it. Very convenient.,Rated 5 out of 5 stars
Foxy,"1 month ago | Aug 5, 2024 6:09 AM",Very clear sound and good quality my daughters love it,Rated 5 out of 5 stars
MariaA,"1 month ago | Aug 4, 2024 6:00 PM",Alexa always has everything I ever need. Always answers all my questions. Has all the games I like. My friends and I take my Alexa every where. Even to vacation.,Rated 5 out of 5 stars
Lilrebelboo,"1 month ago | Aug 4, 2024 4:39 PM",Absolutely love this! I love that i can just say what i want it to play and can have music playing while im doing things and not have to physically do anything.,Rated 5 out of 5 stars
Mia1,"1 month ago | Aug 1, 2024 10:55 PM",So convenient! The best way to answer my questions ans listen to music.,Rated 5 out of 5 stars
Kenny,"1 month ago | Jul 30, 2024 5:37 PM",Bought this to add to the two we already have in our home. This one was used in the nursery for white noise and for lullabies before bed.,Rated 5 out of 5 stars
Ummmm,"1 month ago | Jul 29, 2024 2:01 PM","Love the echo, it is a great buy for any kids room.",Rated 5 out of 5 stars
ShastaMasta,"1 month ago | Jul 27, 2024 8:00 PM","Having a echo dot is like having a talking dictionary. 
Don't know what I'd do without one.",Rated 5 out of 5 stars
good,"1 month ago | Jul 27, 2024 9:11 AM",work's great I use it all the time and don't need my remote control,Rated 5 out of 5 stars
RTF31,"1 month ago | Jul 26, 2024 9:40 AM","Alexa does it all so it really helps keeps appointments, orders and other things in order for me.",Rated 5 out of 5 stars
Damola,"1 month ago | Jul 25, 2024 3:49 PM",Still using it best gift that came with the tv I love it,Rated 5 out of 5 stars
dpar2240,"1 month ago | Jul 24, 2024 6:13 PM","General use, home product. I switched to Google Home after using this.",Rated 3 out of 5 stars
SherryE,"1 month ago | Jul 19, 2024 8:57 PM",We have several of these in our home.  We love them.,Rated 5 out of 5 stars
Hill,"1 month ago | Jul 18, 2024 6:53 PM",Love this product one of the best purchases I have made.,Rated 5 out of 5 stars
AlecA,"1 month ago | Jul 18, 2024 11:18 AM","Use it almost every day, great to connect to fire tv and incase you lose remote can control tv through alexa",Rated 5 out of 5 stars
Danny,"1 month ago | Jul 18, 2024 12:26 AM",Works well when we used it. Difficult to connect by Bluetooth to my phone,Rated 4 out of 5 stars
DiegoC,"1 month ago | Jul 14, 2024 8:39 PM","Fast and safe delivery, easy-to-use purchase Incredible product",Rated 5 out of 5 stars
Mustsee,"1 month ago | Jul 13, 2024 11:27 PM",I use this thing all the time LOL my kids love it too.,Rated 5 out of 5 stars
Amirst,"1 month ago | Jul 12, 2024 9:39 PM",The best quality at all! Listen to many music and ask it lot of question,Rated 5 out of 5 stars
Golfer5,"1 month ago | Jul 12, 2024 2:57 PM",Works great for small space! Kids take it outside frequently so we don't have to worry about cracking screens on the larger version.,Rated 5 out of 5 stars
LordTry,"1 month ago | Jul 11, 2024 10:03 AM",This Echo works perfectly in our home! Must buy for sure!,Rated 5 out of 5 stars
Kameron,"1 month ago | Jul 10, 2024 1:47 AM",Great product to have! Plays music with great quality of sound!,Rated 5 out of 5 stars
RobinsonU,"2 months ago | Jul 6, 2024 10:23 AM","Longer Review;

After dragging my heels for over a year, I finally bought our first Echo (2nd Generation) back in August. I loved it so much that I got us 2 more for other areas in the house. Being able to group them and play the same music or audio throughout the house is a novelty that won't grow old for me. I've only wished that they had a little more full sound, especially at higher volume. I'd considered the last Echo Plus, but the average of reviews I read didn't make it appear to perform significantly better than our already great 2nd Generation Echos.

When I saw this new Echo Plus listed, I pre-ordered it to ""replace"" the Heather Grey Echo in our kitchen and move that one to our bedroom. We tend to have music playing in the kitchen more than any other room, and I wanted slightly better sound than the regular Echo in there. I'm honestly glad we took a chance on this device without any reviews to go by.",Rated 5 out of 5 stars
DJTorres,"2 months ago | Jul 5, 2024 4:23 PM","This doot is really good, I manage two leguages and any question that I Asked for is even one lenguaje or another Alexa understand very good.",Rated 5 out of 5 stars
kkllvv,"2 months ago | Jul 5, 2024 7:41 AM",Works amazing. Easy to set up and easy to use perfect for small spaces,Rated 5 out of 5 stars
Nickolebabyyy,"2 months ago | Jul 4, 2024 9:36 AM",I love it! I upgraded to the echo show but use this as well in another room of the house!,Rated 4 out of 5 stars
Nirvana,"2 months ago | Jul 2, 2024 5:26 PM",It’s a great Alexa speaker for the price. Sometimes it disconnects but it’s not a big of a deal.,Rated 4 out of 5 stars
Himanshi,"2 months ago | Jul 2, 2024 9:58 AM",I’ve purchased many of these and they have all worked great. So easy to use!,Rated 5 out of 5 stars
KenedyS,"2 months ago | Jul 1, 2024 7:02 PM","The Amazon Echo Dot (4th Generation) features a fresh, spherical design that stands out from its predecessors' cylindrical shapes. Its compact size makes it easy to place anywhere in the house, and it blends seamlessly with most home decor. The fabric finish adds a touch of elegance, and the build quality feels robust and premium. The buttons on top are tactile and responsive, providing easy control for volume, mute, and activation.

The sound quality of the Echo Dot (4th Gen) has seen significant improvements. Despite its small size, it delivers clear and balanced audio with a surprising amount of bass. It’s ideal for casual listening,",Rated 5 out of 5 stars
JanetM,"2 months ago | Jul 1, 2024 1:49 PM",Works really well. I’ve enjoyed using this device.,Rated 5 out of 5 stars
KevinM,"2 months ago | Jun 30, 2024 2:37 AM",I gave one to my mom and brother and they both appreciate the convenience. My brother uses it to call people and my mom uses it for music,Rated 5 out of 5 stars
MustafaR,"2 months ago | Jun 29, 2024 2:24 PM",This is one of best gadget I ever seen. Totally worth it to have in your home.,Rated 5 out of 5 stars
CristinaV,"2 months ago | Jun 28, 2024 6:15 PM","I use it everyday, it’s customizable with routines, different profiles, etc. I would definitely purchase again I love it.",Rated 5 out of 5 stars
Monay,"2 months ago | Jun 28, 2024 12:16 AM","Great buy, definitely love using my brand new Alexa!",Rated 5 out of 5 stars
PaolaV,"2 months ago | Jun 27, 2024 6:14 PM",So nice and practical perfect for kitchens I love it,Rated 5 out of 5 stars
NellyB,"2 months ago | Jun 27, 2024 3:33 PM","Great for gifts. The sound could improve, but is great overall.",Rated 4 out of 5 stars
Maggiemae,"2 months ago | Jun 27, 2024 12:15 PM",Came with the purchase of my TV for Black Friday! I use it all the time,Rated 5 out of 5 stars
NikhilK,"2 months ago | Jun 24, 2024 12:33 AM",Definitely a catch for that price and been using from so long,Rated 5 out of 5 stars
BennyFranklin,"2 months ago | Jun 23, 2024 5:28 PM","Oh this was a wonderful free gift!!! I never used it, but I am sure that it is a great device!!! I don't have a use for that high tech thingy!!! LOL",Rated 5 out of 5 stars
SmithIII,"2 months ago | Jun 23, 2024 12:21 PM","A few years later still works great especially for the price point. Makes controlling other electronics a ease. Life style upgrade and life changing,",Rated 5 out of 5 stars
HelenaR,"2 months ago | Jun 23, 2024 8:59 AM",I love my Alexa. I have one in every room. Kid friendly,Rated 5 out of 5 stars
Darling,"2 months ago | Jun 22, 2024 8:05 PM",I love this echo. Its perfect. Setting up with bluetooth is easy. I even use it to set my alarms. Akexa answers any questions I have from weather to time.,Rated 5 out of 5 stars
KutarhaH,"2 months ago | Jun 21, 2024 6:19 PM",Absolutely love it! This is a great product enjoy it!,Rated 5 out of 5 stars
Nicolaza,"2 months ago | Jun 21, 2024 6:15 AM",Good listen to my voice when i needed it too. i even decorated it.,Rated 5 out of 5 stars
MaryannA,"2 months ago | Jun 18, 2024 6:21 PM","Awesome product., everyone should have one. Love love",Rated 5 out of 5 stars
MistyN,"2 months ago | Jun 17, 2024 11:49 AM",Love this Echo. I have several Alexa devices but this one is easiest to use around the house due to its size. Will be purchasing another one for my son.,Rated 5 out of 5 stars
JalynnP,"2 months ago | Jun 15, 2024 11:07 AM",I love my Amazon Alexa. I've had it for almost two years and it still works great.,Rated 5 out of 5 stars
CandaceZ,"2 months ago | Jun 14, 2024 5:37 PM",Works well even gives you timed updates like all Alexa's.,Rated 5 out of 5 stars
RosemaryP,"2 months ago | Jun 14, 2024 3:24 PM","Great - connects easily to wifi, has good sound for playing music and always hears me. Can also speak to a human for customer service.",Rated 5 out of 5 stars
Flash777,"2 months ago | Jun 11, 2024 8:52 AM",This is great for hands free control of all WiFi enabled devices.,Rated 5 out of 5 stars
TyTy,"2 months ago | Jun 10, 2024 3:40 PM",Use my dot for everything around my house. Or use used for my vacuum and light and is such a great small device that is modern,Rated 5 out of 5 stars
SharitaT,"2 months ago | Jun 10, 2024 8:56 AM","Works like a dream, I love my device. I would love t",Rated 5 out of 5 stars
TrentonW,"3 months ago | Jun 9, 2024 1:41 AM","Love this product, could not be happier. So convenient",Rated 5 out of 5 stars
DarrylW,"3 months ago | Jun 8, 2024 4:41 PM","I love this product. It helps me a lot. Thank you, Best Buy. You guys rock!",Rated 5 out of 5 stars
TiarraH,"3 months ago | Jun 8, 2024 1:20 AM",The best still have it till this day !!!!!!!!!!!!!,Rated 5 out of 5 stars
JoanV,"3 months ago | Jun 7, 2024 11:11 PM",I Love My Device . coming home from work n Listening  to my worship  music. sound  is perfect.,Rated 5 out of 5 stars
MJPK,"3 months ago | Jun 7, 2024 5:26 PM","I use Alexa mostly for timers, reminders and music. She does a great job with these tasks.",Rated 5 out of 5 stars
SueG,"3 months ago | Jun 7, 2024 4:13 PM","I love my echo dot. The only problem I have with it is It keeps calling me by my sister‘s name, but it’s fun. It will tell jokes and sing to you and even tell you happy birthday. It keeps me up on the weather and it’s a great timer. It’s a great little gift.",Rated 5 out of 5 stars
IrasemaE,"3 months ago | Jun 7, 2024 4:13 PM",Its been a game changer. I always used to lose the remote  this was so perfect for me.,Rated 5 out of 5 stars
Noah,"3 months ago | Jun 5, 2024 3:30 PM",Great speaker to control my light in my room. It can play music and do alot of things. Glad i bought it,Rated 5 out of 5 stars
BrittneyL,"3 months ago | Jun 4, 2024 10:23 AM",Mine stopped working quickly.  And I wouldn’t recommend having one in your bathroom which is where I preferred so that I can enjoy music or make an announcement to the kids during my mommy time baths. I guess the moisture got to it,Rated 2 out of 5 stars
Flynn,"3 months ago | Jun 2, 2024 2:33 AM","Works well, I am able to customize the voice and was able to change the name from pre-chosen names to activate it. Just wish you could name it anything rather than picking from about 4 pre-selected names but I guess its to avoid calling it anything inappropriate but that should be the choice of the owner.",Rated 5 out of 5 stars
JeremyH,"3 months ago | Jun 1, 2024 9:19 PM",It quit being useful after a while. It’s really just not that useful not for me,Rated 3 out of 5 stars
Aframe,"3 months ago | Jun 1, 2024 12:49 PM",Love Alexa! This speaker is compact and very easy to move around! Excellent Value speaker with all the Alexa features!,Rated 5 out of 5 stars
PJF1,"3 months ago | May 31, 2024 3:54 PM",Echo's I have throughout my home.  Woould be lost without them,Rated 5 out of 5 stars
Wendy1827,"3 months ago | May 31, 2024 3:46 PM","This may be a little speaker, but it certainly spits out loud music! Worth every penny!",Rated 5 out of 5 stars
CrystalM,"3 months ago | May 29, 2024 8:04 PM",I didn’t really like this Alexis speaker because it has to work with Wi-Fi. Also it’s hard to work with. I haven’t used it for the same reason.,Rated 1 out of 5 stars
RosaG,"3 months ago | May 29, 2024 4:18 PM",My daughter loves this to play her music and she’s only 2,Rated 5 out of 5 stars
Ngez,"3 months ago | May 24, 2024 5:06 PM","The speaker stopped  working all of a sudden, my dad has one and still works perfectly I guess I had bad luck or maybe he has good luck",Rated 3 out of 5 stars
ArturoV,"3 months ago | May 24, 2024 11:58 AM","Great product, I’ve had it for over a year and no complaints!",Rated 5 out of 5 stars
PedroG,"3 months ago | May 23, 2024 11:45 AM","Excelente option, for Family communication is definitely the best option",Rated 5 out of 5 stars
GageS,"3 months ago | May 22, 2024 5:22 AM",It is the best thing I have ever bought it help a lot.,Rated 5 out of 5 stars
LudwingC,"3 months ago | May 21, 2024 7:37 AM","Easy of use, takes up a small space. It is easily configured",Rated 5 out of 5 stars
HakeemN,"3 months ago | May 20, 2024 8:53 PM",Very simple and easy to connect! I have been using it for the past 3years,Rated 5 out of 5 stars
JosephineJ,"3 months ago | May 17, 2024 3:33 PM",This little Eco dot makes my life really easy once I ask a question it’s answered,Rated 5 out of 5 stars
Ruth,"3 months ago | May 17, 2024 9:25 AM",Don't hardly use it because of the cost to have it turned on for music.,Rated 4 out of 5 stars
RandyT,"3 months ago | May 15, 2024 10:25 AM",helpful in staying up to date in weather and some basic information as well.,Rated 5 out of 5 stars
AungP,"3 months ago | May 14, 2024 11:56 PM",Happy with the product. Easy to set up and works well with other compatible devices.,Rated 5 out of 5 stars
Annie,"3 months ago | May 14, 2024 2:20 PM",Never used it. I do not think this product is safe,Rated 1 out of 5 stars
Kikosaenz91,"3 months ago | May 14, 2024 2:13 PM","This device is perfect,Alexa make our lives easier, thabk you so much",Rated 5 out of 5 stars
Mrtelephoneman,"3 months ago | May 14, 2024 10:56 AM",It works great..I was skeptical at first but now I love it.,Rated 5 out of 5 stars
Infamous,"3 months ago | May 13, 2024 5:25 PM",Create addition to my kitchen works seam lease with others,Rated 3 out of 5 stars
Harry,"3 months ago | May 13, 2024 10:42 AM","It does the basic functions well.  I have two issues with it: 1. The sound is too base with the tone control at it's maximum, and 2. The dot turns on at 7:30 AM Monday through Friday and I cannot delete it with any controls by voice or via my app.",Rated 3 out of 5 stars
EliseD,"4 months ago | May 10, 2024 12:34 PM","Discover the epitome of smart home convenience with the Alexis Dot! Powered by Alexa, this compact device packs a punch with its seamless voice command functionality and responsive AI technology. From controlling smart devices to providing weather updates, the Alexis Dot effortlessly enhances your daily routine. Its compact design delivers impressive sound quality, while its versatility caters to both beginners and tech enthusiasts alike. With easy setup and regular updates, the Alexis Dot evolves with you, ensuring your smart home experience is always ahead of the curve. Say hello to the future of home automation with the Alexis Dot – you won’t know how you lived without it!",Rated 5 out of 5 stars
TNB39,"4 months ago | May 8, 2024 12:09 PM",I love my echo dot! It plays loud and clear! I really only used it for music but its great!!,Rated 5 out of 5 stars
Karina,"4 months ago | May 8, 2024 10:48 AM",Very convenient and great sound quality. Alexa helps me change the tv volume or movies when I'm busy cooking.,Rated 5 out of 5 stars
EmilyE,"4 months ago | May 6, 2024 11:25 PM",It makes turning on and off my lights easier. I never thought I needed one until I got one.,Rated 4 out of 5 stars
KristopherM,"4 months ago | May 6, 2024 11:15 PM",Amazing speaker and great for home use. Love being able to litsen to music and have it do other things around the house.,Rated 5 out of 5 stars
AngelaT,"4 months ago | May 5, 2024 3:45 PM",Great little speaker for my kitchen. I love it. Works great,Rated 5 out of 5 stars
MichaelB,"4 months ago | May 4, 2024 10:47 PM","I'm sure it's a good device, however I was never able to get it to function.",Rated 3 out of 5 stars
Lina,"4 months ago | May 4, 2024 1:25 PM",This product is great.  I have added it to my collection.,Rated 5 out of 5 stars
OlgaW,"4 months ago | May 4, 2024 12:08 PM",This little things working good.I try it at home and at my summer house.,Rated 5 out of 5 stars
Margie,"4 months ago | May 3, 2024 3:32 PM",works great love the sound picks up radio stations very well,Rated 5 out of 5 stars
ErskineL,"4 months ago | May 3, 2024 9:51 AM",I am an avid Amazon product user and this device has worked flawlessly!,Rated 5 out of 5 stars
SambartaR,"4 months ago | May 1, 2024 6:42 PM",Very good purchase for a small smart speaker. The drop in feature is quite helpful.,Rated 4 out of 5 stars
Makayla,"4 months ago | May 1, 2024 10:57 AM","Big things come in a little package, this little speaker has so many features!",Rated 5 out of 5 stars
NicholausF,"4 months ago | Apr 28, 2024 10:11 PM","Great product! Works amazing ! Quick and easy, recommend 10/10",Rated 5 out of 5 stars
Demarco,"4 months ago | Apr 28, 2024 11:04 AM","I love it, its  great and easy to use plus it makes everything accessible with one simple command",Rated 5 out of 5 stars
Cory,"4 months ago | Apr 27, 2024 4:58 PM",It did help on fire tv but not enough products in my place to use it,Rated 5 out of 5 stars
KimL,"4 months ago | Apr 27, 2024 6:37 AM",Very useful for the neurodivergent. Can’t go back to not having one. I now have one in every room,Rated 5 out of 5 stars
DavidT,"4 months ago | Apr 26, 2024 2:34 PM",Easy peasy setup and very useful.works like a charm.,Rated 5 out of 5 stars
ChrisJ,"4 months ago | Apr 20, 2024 11:06 AM",Works great and is pretty responsive and i like the trivia games,Rated 5 out of 5 stars
AbbyM,"4 months ago | Apr 20, 2024 8:28 AM","We love our Amazon Echo dot. We uae it daily for weather, package deliveries, and other notifications. We highly recommend this product.",Rated 5 out of 5 stars
RandolphA,"4 months ago | Apr 20, 2024 7:22 AM",My wife uses this in her classroom. The kids love it!,Rated 5 out of 5 stars
CarlisaN,"4 months ago | Apr 20, 2024 6:52 AM",It’s a nice echo Alexa it plays music well. It plays the news well too.,Rated 5 out of 5 stars
TracPhoePurchase,"4 months ago | Apr 20, 2024 1:08 AM",I was buying A new lap top for my wife and saw this item. I purchased several of these for presents. They were A great value and made great presents.,Rated 5 out of 5 stars
EzellP,"4 months ago | Apr 19, 2024 4:29 PM",Love it for my audio sport and radio stations. Works really great and clear sound quality.,Rated 5 out of 5 stars
Shay,"4 months ago | Apr 18, 2024 5:05 PM",Amazon alexa devices are amazing. I have one in every room of my house.,Rated 4 out of 5 stars
Santellana,"4 months ago | Apr 18, 2024 11:09 AM",Very good product it was a good deal for what I paid for it,Rated 5 out of 5 stars
MarloM,"4 months ago | Apr 18, 2024 9:20 AM",The speaker quality of this echo is fantastic and the Alexa is very responsive,Rated 4 out of 5 stars
TammyS,"4 months ago | Apr 17, 2024 10:32 AM",Awesome product! Great sound for a small speaker..,Rated 5 out of 5 stars
Upgrade,"4 months ago | Apr 15, 2024 7:17 AM",Nice little addition to my office! It sounds great!,Rated 4 out of 5 stars
JudithO,"4 months ago | Apr 13, 2024 11:52 PM",Sometimes it's difficult for Alexa to understand what you need. It's functions are limited.,Rated 3 out of 5 stars
sandy,"4 months ago | Apr 12, 2024 7:23 PM","Amazon echo won't can't you say about this, great product and serves so many purposes.",Rated 5 out of 5 stars
TBofAndover,"4 months ago | Apr 12, 2024 4:56 PM",This was bought for a spare bedroom and although I don’t use it much it works great when I do.,Rated 5 out of 5 stars
CaseyB,"4 months ago | Apr 12, 2024 3:38 PM",Great value for the price! It is super simple to use and has everything that you could need in this genre of product.,Rated 5 out of 5 stars
RIck,"4 months ago | Apr 12, 2024 3:38 PM",We have them in every room of our house.  They are extremely handy.,Rated 4 out of 5 stars
HaileyL,"4 months ago | Apr 11, 2024 2:03 PM",I love this Alexa has great connectivity and answers questions. Great.,Rated 5 out of 5 stars
Lyssa,"5 months ago | Apr 9, 2024 7:36 PM",I got this for free with another product.. i had an alexa already but this was an upgrade. i love it works perfect and is very good with picking up voices,Rated 5 out of 5 stars
AdeAwesome,"5 months ago | Apr 9, 2024 7:32 PM","Alexa, what’s the time? I love this small Alexa speaker. It’s important for my room when I wake up I check the time and weather outside before I step down from bed",Rated 5 out of 5 stars
DanielR,"5 months ago | Apr 8, 2024 4:12 PM",I use this product everyday and I love it. I would absolutely buy again.,Rated 5 out of 5 stars
Morales,"5 months ago | Apr 6, 2024 9:31 PM",I like to sleep with my rain sounds and I play my music all the time in my room,Rated 5 out of 5 stars
KeishaC,"5 months ago | Apr 6, 2024 11:35 AM",It is very helpful for my mom and it tells jokes too,Rated 5 out of 5 stars
Jason,"5 months ago | Apr 6, 2024 5:41 AM",I was told I got one with the purchase of a tv. They didn’t have any in stock. I came back later and the informed me the item was already picked up. I didn’t get the echo and the were no help.,Rated 1 out of 5 stars
Kejuto,"5 months ago | Apr 6, 2024 4:36 AM","Just get it 

ITLL MAKE YOUR LIFE EASIER! just talk to your home and it works.",Rated 5 out of 5 stars
AmandaM,"5 months ago | Apr 6, 2024 1:47 AM","Great product, was a gift to my son and he loves it, uses it all the time.",Rated 5 out of 5 stars
tony,"5 months ago | Apr 5, 2024 3:13 PM","Great little device. Stream music and other stuff without having to take up a lot of space,",Rated 5 out of 5 stars
Tiffany,"5 months ago | Apr 5, 2024 8:18 AM",Overall great device. No complaints. Works well in addition to our other Alexa devices.,Rated 5 out of 5 stars
WyndhamS,"5 months ago | Apr 4, 2024 6:26 PM",Works well! No complaints. Does everything you need with alexa,Rated 5 out of 5 stars
Chris,"5 months ago | Apr 2, 2024 4:08 PM",Very goodsoynd quality..and super nice and small for my room,Rated 5 out of 5 stars
GeorgeD,"5 months ago | Mar 30, 2024 3:48 PM",This Alexa has lasted three years with me and working very good.,Rated 5 out of 5 stars
JessicaM,"5 months ago | Mar 29, 2024 9:32 PM","Alexa works good.
AI could use some improvement, her volume works well. Not
Too loud or
Too low.",Rated 3 out of 5 stars
MsLysa,"5 months ago | Mar 26, 2024 8:16 PM",Love it! I use it at school for my students and they love it. The best free product I got,Rated 5 out of 5 stars
GayaneA,"5 months ago | Mar 26, 2024 2:29 PM",Comfortable in use for kids room. For 14 years old boy it's perfect gift,Rated 5 out of 5 stars
BrysonS,"5 months ago | Mar 26, 2024 1:14 AM",Good addition to the other Alexa’s products we have.,Rated 5 out of 5 stars
ChristinaM,"5 months ago | Mar 25, 2024 11:36 PM",Amazing! So easy and I love it. Just tell Alexa to turn on my TV and she does.,Rated 5 out of 5 stars
Superwoman,"5 months ago | Mar 25, 2024 5:36 PM",i'm not real fond of alexa she just too noisy Then you have to keep saying the same thing over again,Rated 4 out of 5 stars
HoldenG,"5 months ago | Mar 25, 2024 3:03 AM",Very good product. Better than the newer 4th gens.,Rated 5 out of 5 stars
RichB,"5 months ago | Mar 24, 2024 3:49 PM","The Echo Dot is a game-changer! Compact, crystal-clear sound, and a smart home genius. Love it!",Rated 5 out of 5 stars
MelissaV,"5 months ago | Mar 23, 2024 11:08 AM",I buy this for me and I really like it because you can hear clearly the songs and is really helpful,Rated 5 out of 5 stars
JoseSmartTV,"5 months ago | Mar 22, 2024 4:32 PM",This device is great when you got an account set up to hear music through it set alarms reminders,Rated 5 out of 5 stars
MCHILDERS916,"5 months ago | Mar 21, 2024 3:46 PM",Can’t go wrong with Amazon Echo Dot. Received this for free with purchase of TV. Added this to my Echo Dot collection inside and outside. Works phenomenally and as it should.,Rated 5 out of 5 stars
Trashmaster,"5 months ago | Mar 20, 2024 3:41 PM","This is a great little device to get questions answered, play music, set as a timer...  Works great paired to our ring door bell also.  No need for a separate chime.",Rated 5 out of 5 stars
RuthO,"5 months ago | Mar 20, 2024 5:17 AM",Love my Amazon speaker. Alexa does everything asked.,Rated 5 out of 5 stars
EnderF,"5 months ago | Mar 17, 2024 8:47 PM",I never got home. I went to the store and they told me that since I bought it online they couldn't do anything.,Rated 1 out of 5 stars
MarciaJ,"5 months ago | Mar 17, 2024 1:20 AM",Excellent! I am looking this device it is very useful.,Rated 5 out of 5 stars
