Profile Name,Date,Data,Star
carlbarry,"1 week ago | Aug 30, 2024 10:29 AM","Very nice looking.  It has good sound.  This is my fourth Echo device.
It was easy to add to my devices.",Rated 5 out of 5 stars
Falk25,"1 week ago | Aug 30, 2024 10:28 AM","**Title:** ""Echo Pop: A Teal Marvel of Modern Convenience""

**Review:**

⭐⭐⭐⭐⭐ - I recently purchased the Amazon Echo Pop (1st Generation) in the stunning Midnight Teal color from Best Buy, and I must say, it's been an absolute game-changer for my home setup. Here's why it deserves every bit of its five-star rating:

**Design and Aesthetics:** The Midnight Teal finish is not just a color; it's a statement. It blends seamlessly with my modern decor, adding a touch of elegance that you wouldn't expect from a smart speaker. The design is sleek, compact, and unobtrusive, making it perfect for any room without dominating the space.

**Sound Quality:** For its size, the Echo Pop delivers surprisingly robust sound. The bass is deep enough for music, and the clarity during calls or podcasts is impressive. It's not just about volume; it's about the quality of sound that fills the room evenly, making every listening experience enjoyable.

**Alexa's Capabilities:** Alexa has never been more responsive. With the Echo Pop, voice commands are recognized with high accuracy, even from across the room. The integration with other smart home devices is flawless. I've linked it with my lights, thermostat, and even my coffee machine, creating a morning routine that feels like magic.

**Customization and Features:** The ability to customize Alexa's wake word, set up routines, and even change the color of the light ring adds a personal touch. The built-in Zigbee hub is a hidden gem, simplifying the setup of smart home devices without needing additional hubs. This feature alone saves space and reduces clutter.

**Value for Money:** Priced competitively, especially with Best Buy's deals, the Echo Pop offers incredible value. It's not just a speaker; it's a hub for entertainment, information, and home automation. The cost-effectiveness, combined with its performance, makes it a must-have for anyone looking to dip their toes into smart home technology or expand their existing setup.

**Customer Service and Warranty:** Best Buy's service was top-notch, with quick delivery and easy setup assistance over the phone. Knowing Amazon's reputation for customer support, any potential issues would be handled swiftly, adding peace of mind to my purchase.

In conclusion, the Amazon Echo Pop in Midnight Teal is not just a smart speaker; it's a stylish, efficient, and delightful addition to any home. It seamlessly integrates into your life, making everyday tasks simpler and more enjoyable. If you're on the fence about smart home devices, this Echo Pop will not only push you over but make you wonder how you managed without it. Highly recommended!",Rated 5 out of 5 stars
jdalaser,"1 week ago | Aug 30, 2024 10:28 AM","This new smart speaker from Amazon is amazing. Big sound, compact, and has no understanding issues like some of the early echoes. Integration with Alexa is seamless.",Rated 5 out of 5 stars
DV27,"1 week ago | Aug 30, 2024 10:14 AM",Great little speaker. I usually use it to play music throughout my house with 3 and my amazon echo. Great for hands free use to for questions randomly through the day too,Rated 5 out of 5 stars
Caliph,"1 week ago | Aug 29, 2024 3:01 PM","I love my Alexa but there are some features that Amazon should improve. For example, there should be capabilities to optimize your alarms and you should be able to delete alarm songs you no longer want in the list. This is kind of an archaic feature that’s simple and we should be able to do. Otherwise works great and helps with daily tasks and organization.",Rated 4 out of 5 stars
Mountaineer,"1 week ago | Aug 25, 2024 10:27 AM",Never Used.  Gave it Away after months of trying to sell it for a mere $10,Rated 1 out of 5 stars
SM53,"2 weeks ago | Aug 23, 2024 8:38 PM",Really enjoy this Echo Pop and the new shape!!!!!!,Rated 5 out of 5 stars
Siddy,"2 weeks ago | Aug 23, 2024 12:47 PM","Great purchase. Got for an insane price on sale, and the speaker exceeds the price point beyond measures!! I use for a small space (bathroom) and works great. Love the accessory to plug it in on Amazon!",Rated 5 out of 5 stars
RogerCueva,"2 weeks ago | Aug 23, 2024 11:27 AM","Excellent product, good sound quality, ideal for any occasion.",Rated 5 out of 5 stars
Bernman,"2 weeks ago | Aug 23, 2024 10:42 AM","Not the greatest sound, but good enough when you can get it on sale for under $20.",Rated 4 out of 5 stars
RyanI,"2 weeks ago | Aug 19, 2024 5:21 PM",Love these speakers especially asking Alexa questions!!! Plus sounds good,Rated 5 out of 5 stars
Daniel,"2 weeks ago | Aug 19, 2024 3:38 PM",Excellent sound! Sound Quality is very good. Recommend,Rated 5 out of 5 stars
Hello45,"3 weeks ago | Aug 17, 2024 10:26 AM",Ok sound. Not as good as others. Replacing all Alexa’s due to Amazon spamming advertisements more often.,Rated 2 out of 5 stars
MatthewE,"3 weeks ago | Aug 16, 2024 10:27 AM","Love it, setting it up to play music in my home group was easy!",Rated 5 out of 5 stars
Paris617,"3 weeks ago | Aug 16, 2024 10:10 AM",Awesome! Highly recommend and it has extended wifi,Rated 5 out of 5 stars
ThomasA,"3 weeks ago | Aug 15, 2024 4:03 PM",Never recieved item still waiting Best Buy delivery sucks,Rated 1 out of 5 stars
Dougflex,"3 weeks ago | Aug 15, 2024 3:42 PM",Bought this for my son and he really enjoys it. He plays music and uses it as a alarm.,Rated 5 out of 5 stars
MarisolG,"3 weeks ago | Aug 13, 2024 10:16 AM",I was suspect about getting Amazon products but they have made the house more fun and easy to access! Once you get all the other devices it really is a ton of fun!,Rated 5 out of 5 stars
KwameF,"3 weeks ago | Aug 12, 2024 5:49 PM",I think this product is amazing that’s why I bought it over and over again and I will continue to buy it over and above again because I love it,Rated 5 out of 5 stars
LilianaM,"3 weeks ago | Aug 12, 2024 12:28 AM","Excellent product,  I love it...I like that i dont have to stand up to put another song or ask for questions.  I just said what i want and that all .
Very convenient small, it fits any part..easy to carried",Rated 5 out of 5 stars
NancyG,"3 weeks ago | Aug 11, 2024 8:09 PM",My Echo pop is small and powerful.  Fits perfectly in a small space and has great sound.  I now have 3 Echo products in my home and use them all,Rated 5 out of 5 stars
Jazmin,"1 month ago | Aug 9, 2024 3:09 AM",Alex is just what I needed. Helps keep me on tack with daily activities.,Rated 5 out of 5 stars
Cb947x,"1 month ago | Aug 8, 2024 3:40 PM",Works solid. The only complaint is not loud enough.,Rated 4 out of 5 stars
CamilaC,"1 month ago | Aug 3, 2024 11:48 AM","Alexa’s are the best it makes things easier, it wakes me up with music, it reminds me everything that I ask, I love that when I’m cooking it plays music, and also connects with the light bulbs, door locks, shades, thermostat that you only have to say a command and it will do whatever you want",Rated 5 out of 5 stars
JohnC,"1 month ago | Aug 2, 2024 1:06 PM","Has good sound, but constantly turns off the music without command because of ""inactivity."" ???  Very irritating IMO.  Wil only recommend to others with some caution.",Rated 4 out of 5 stars
CristianM,"1 month ago | Jul 30, 2024 7:12 PM",it’s the best product i love it ill buy more of this,Rated 5 out of 5 stars
Wendy,"1 month ago | Jul 25, 2024 9:35 PM",Good use comes in handy and is a good for reminding you on appointments or just important stuff in general. Definitely would tell people to buy it for their everyday use.,Rated 5 out of 5 stars
Kyleigh,"1 month ago | Jul 24, 2024 1:48 PM","I have gotten this as a free gift with buying my tv, it works great! It even sets up to my tv and can ask it to play whatever I want. There is also additional things you can add to turn on different things in your house as well! Overall great product",Rated 5 out of 5 stars
MichaelleW,"1 month ago | Jul 22, 2024 8:21 AM","Great sound, small and convenient to bring anywhere. I bought three of them!",Rated 5 out of 5 stars
CPeruscini,"1 month ago | Jul 20, 2024 2:58 PM",Works perfectly!  Buying an alexa product is a no-brainer.,Rated 5 out of 5 stars
Anonymous,"1 month ago | Jul 19, 2024 9:40 PM",Great product attract your every move. Can’t live without it. Plays music answers questions great great great.,Rated 5 out of 5 stars
BrianW,"1 month ago | Jul 17, 2024 5:09 PM","Very good and responsive, I literally ask it everything",Rated 5 out of 5 stars
Nick,"1 month ago | Jul 17, 2024 6:51 AM",Great for making a smart home. I use it daily for everything around the house,Rated 5 out of 5 stars
AdrianL,"1 month ago | Jul 15, 2024 3:58 PM",Works as intended!! Use it with the plug in attachments and makes life easier!,Rated 5 out of 5 stars
MelanieR,"1 month ago | Jul 15, 2024 8:39 AM",This speaker is amazing I like that it can connect to your phone. Which is amazing and you can connect it to Spotify and it has a lot of cool things in the app like putting stuff to your shopping list.,Rated 5 out of 5 stars
Lovepink,"1 month ago | Jul 13, 2024 9:07 AM",I love the echo I am going to buy more for the rest of the house.,Rated 4 out of 5 stars
Lashaunda,"1 month ago | Jul 13, 2024 7:42 AM",Very nice product. It is looking loud enough to hear through the house. The speaker quality is amazing,Rated 5 out of 5 stars
RickyG,"1 month ago | Jul 12, 2024 10:19 AM","Purchased a TV and got this free speaker, it is very loud for the size",Rated 5 out of 5 stars
SylvesterD,"2 months ago | Jul 8, 2024 7:42 AM",I am surprised i actually have grown to like this product,Rated 4 out of 5 stars
Kstew,"2 months ago | Jul 8, 2024 6:22 AM",Sleek and small it fits in any space and isn’t an eye sore to the room,Rated 5 out of 5 stars
OKCGAL,"2 months ago | Jul 5, 2024 3:44 PM","I love the Echo Dot.  However, I gave it 4 stars rather than 5 because it is not wireless.  I generally prefer the wireless devices….although they run out of power and need to recharged.  The Dot has good sound quality.",Rated 4 out of 5 stars
CarlosS,"2 months ago | Jun 28, 2024 3:19 PM","For the price this a great product, I got two of them and took them to Colombia to give them as gifts, they loved it, it works fantastic, the sound is good, well more than good, their sides makes them perfect to carry them everywhere, highly recommend.",Rated 4 out of 5 stars
averageguy,"2 months ago | Jun 26, 2024 4:55 PM","I have purchased  10 recently in all of the colors ( 2 green 2 purple, 4 white, 2 grey of these units for use around my house. I got most of them when they were on an incredible sale around the holidays, and 2 later after deciding the guest bathroom and basment bathrooms needed one. I already had one device for about a year and liked it a lot, and have 2 other echo product in my house (one in every room). They work really well together and the app is easy to use to create listening groups.  The sound on these is very respectable with good crisp sound and music sounds good. I have several streaming services linked and all works well with my amazon account.  I also have a eero mesh system and these work to blend in and expand the 5ghz side of the network.  That is what tilted my decision to get more of these. I have an excellent wifi network, but this gets the 5ghz band better coverage outside of my house now also since I have more of these on the edges of my house.  I can get better coverage in my garage and on the back porch and in my shed also.  Compared to other speakers of this size with the same features (smart or not smart, amazon or not amazon) value and function wise, these are on par with competators.  I reccomend these.",Rated 5 out of 5 stars
MathewZ,"2 months ago | Jun 22, 2024 1:51 PM",Came free w tv purchase and put in bedroom. Cant beat free.,Rated 5 out of 5 stars
Mycoffeecorner,"2 months ago | Jun 21, 2024 5:25 PM",Best little device ever… so easy to use and helpful.,Rated 5 out of 5 stars
Bryce,"2 months ago | Jun 19, 2024 2:25 AM",I love alexas and wanted one in the bathroom to play music. It looks great and sounds good too. I like the different looks vs the traditional one,Rated 5 out of 5 stars
Jeffy,"2 months ago | Jun 14, 2024 4:25 PM",Good sound for size. Has it's limitations. If you need more sound opt for larger size but this does perform well.,Rated 4 out of 5 stars
DeidreG,"2 months ago | Jun 14, 2024 3:58 PM",Husband uses to listen to music in garage.  Uses daily,Rated 5 out of 5 stars
RajwantB,"2 months ago | Jun 13, 2024 2:40 AM","It’s amazing. Sound quality is good. Design and shape is also nice. Works well with my ship’s WiFi (without network), just need initial installation with WiFi which has network.",Rated 5 out of 5 stars
Shug,"2 months ago | Jun 10, 2024 2:01 PM",I got this free when I bought my 55” tv. I love it. I listen to this regularly while servicing my eyelash extension clients. I like how compact it is. It has a good sound and nice volume.,Rated 5 out of 5 stars
MckenzieJ,"3 months ago | Jun 9, 2024 12:05 PM","I’ve had this echo pop for a few months now and it has just gotten increasingly worse. I thought at first it was because she was new and my old echo dot was 4 years old before she wore out. This Echo Pop has continuously gone downhill to now where she doesn’t even listen. I can say her name multiple times directly to her with no background noise and she never lights up, or if she does—it’s a few minutes later after I’ve given up and her blue light just stays on, semi-pulsing with not even an “I’m sorry I didn’t get that.” The only time she lets me know she didn’t hear me is when I wasn’t even talking to her and said nothing remotely close to Alexa. I thought she was too close to the tv when we first moved but it wasn’t any different, now she’s further away from the tv and closer to the wall between her and the wifi modem and she’ll says she’s having trouble connecting to the internet—but only every now and then when she never moves. I wish I could have enough examples of her answering questions for me to even comment on her search capabilities. I’ve always used my Alexa’s excessively for timers and I’ll ask her how much longer is left on any given timer and 8/10 times there’s not a timer going even after she confirmed it nearly 10 minutes prior. She will light up sometimes when you talk to her then the light just goes off with no answer, nothing. If she says “ I didn’t get that, tell me again” her light goes OFF so you can’t even continue you have to restart. This is the worst Alexa I’ve ever had and I paid double what I have before for a “new” one and I’m truly disappointed.",Rated 1 out of 5 stars
Trini2dbone,"3 months ago | Jun 7, 2024 5:33 PM","Functional small device, easy to use with great quality sound. Connecting to other devices without issue.",Rated 4 out of 5 stars
GregH,"3 months ago | Jun 7, 2024 4:16 PM",Helpful for music and weather on demand. Good and simple,Rated 5 out of 5 stars
JesusC,"3 months ago | Jun 7, 2024 3:18 PM","Exelelent Products 


Recomendado y económico 
Puerto Rico",Rated 5 out of 5 stars
KimW,"3 months ago | Jun 6, 2024 7:41 AM","I definitely recommend, I have this color and I also purchased the purple color. Both of them are excellent. I liked my first one so much I had to get another one. Great sound!",Rated 5 out of 5 stars
KimW,"3 months ago | Jun 6, 2024 7:39 AM","Love this! Not only do I love that the purple color, I love the sound. It definitely has a great sound for such a tiny little speaker.",Rated 5 out of 5 stars
KaitlynC,"3 months ago | Jun 3, 2024 5:58 PM",We got this through a promo purchasing a TV and now we are echo people! The sound is amazing for such a little dude.,Rated 5 out of 5 stars
StevenH,"3 months ago | May 31, 2024 7:23 PM",This little speaker is great especially with Alexa great for bedroom and kitchen.,Rated 4 out of 5 stars
Steelerfan73,"3 months ago | May 31, 2024 3:21 PM",Great sound.. better than expected.. recomended for medium spaces,Rated 5 out of 5 stars
Tbone,"3 months ago | May 29, 2024 8:47 PM",Enjoying the sound quality and functionality. Nice that Audible is integrated.,Rated 5 out of 5 stars
Gracie,"3 months ago | May 28, 2024 3:09 PM",Ok was not easy to put together all of them still in the boxes because couldn’t get all them to work properly together,Rated 3 out of 5 stars
LuisBernache,"3 months ago | May 26, 2024 7:57 PM",Very versatile product and countless devices to use with,Rated 5 out of 5 stars
Sking,"3 months ago | May 26, 2024 7:19 AM",This device it so small but powerful. I have placed on in all the areas of the home as it works with my ring system. I can make announcements to all rooms without having to yell around the house. It’s great and will purchase another soon.,Rated 5 out of 5 stars
Anonymous,"3 months ago | May 24, 2024 6:42 PM",I Love this Amazon Echo.It has changed my life and I would definitely buy more.,Rated 5 out of 5 stars
JoanneN,"3 months ago | May 24, 2024 5:27 PM",This is my second Echo.  I enjoy using it for music.,Rated 5 out of 5 stars
MizaelM,"3 months ago | May 24, 2024 4:00 PM","excellent product, everything arrived on time and without delay",Rated 4 out of 5 stars
DeekshaKL,"3 months ago | May 24, 2024 3:20 PM",I gifted this to my mom and she is extremely happy to have this.,Rated 5 out of 5 stars
BektasT,"3 months ago | May 22, 2024 11:31 PM",It came free with my purchase .i have been using it as speaker.,Rated 5 out of 5 stars
Donny,"3 months ago | May 21, 2024 8:53 PM","It's an amazon product, you won't regret buying this.",Rated 5 out of 5 stars
AlexciaC,"3 months ago | May 19, 2024 2:43 AM","The free Echo Pop is a fantastic addition to any smart home. Its compact design fits perfectly in any space, and the sound quality is impressive for its size. Voice commands are responsive, making it easy to control smart devices, play music, and get information effortlessly. Highly recommended!",Rated 5 out of 5 stars
NickR,"3 months ago | May 18, 2024 5:36 PM",I love this product! Great price point will all the features of Alexa that I love. Great for building out a multiple room speaker system,Rated 5 out of 5 stars
Musky,"3 months ago | May 18, 2024 8:31 AM",No complaints. The Pop works fine.  I do miss the old design!,Rated 5 out of 5 stars
BryanT,"3 months ago | May 17, 2024 3:58 PM",I prefer the design of the Echo Dot over the Pop.  It sounds a little different with loss of low end to my ears but overall it’s a good smart speaker.,Rated 5 out of 5 stars
DianeD,"3 months ago | May 17, 2024 3:54 PM","I like Echo Alexis, very efficient in answering questions.",Rated 5 out of 5 stars
AngelaB,"3 months ago | May 17, 2024 3:26 PM",Love my Alexa even the grandkids try to use the Pod,Rated 5 out of 5 stars
Anonymous,"3 months ago | May 15, 2024 2:36 PM",It is a very practical article!!! I love the functions it has and it is really very useful!!!,Rated 5 out of 5 stars
Tiago,"3 months ago | May 15, 2024 7:16 AM",Good cost and benefit. The sound is fair for the price,Rated 5 out of 5 stars
Karen,"3 months ago | May 14, 2024 11:18 PM",Got this for FREE with a purchase and I love it! These are small but mighty and work great!,Rated 5 out of 5 stars
jeff,"3 months ago | May 14, 2024 5:51 PM",Nice little speaker. Works as it should with Alexa. Good sound,Rated 5 out of 5 stars
Rose,"3 months ago | May 14, 2024 2:42 PM",I use this on my patio. The sound is great. Very clear.,Rated 5 out of 5 stars
potatobug,"3 months ago | May 14, 2024 1:58 PM","I set it up and I really enjoy the music for my bedroom. Also, Ed the sales person was very helpful in informing me about the product!",Rated 5 out of 5 stars
MelindaD,"3 months ago | May 14, 2024 1:56 PM",I have enjoyed the echo. It can clearly understand you.,Rated 4 out of 5 stars
Teojr,"3 months ago | May 14, 2024 1:44 PM","Its a great product, I'm very happy with my purchase",Rated 5 out of 5 stars
Alexa,"3 months ago | May 13, 2024 6:37 PM",Alexa is the best products ever !!!! It's the best help ever,Rated 5 out of 5 stars
Alexa,"3 months ago | May 13, 2024 6:37 PM",Alexa is the best products ever !!!! It's the best help ever,Rated 5 out of 5 stars
missyd,"3 months ago | May 11, 2024 8:17 PM","It is great for reminders, alarms and finding what you need without using a computer, laptop or Ipad",Rated 5 out of 5 stars
NYCHICK,"3 months ago | May 11, 2024 7:58 PM",Great little smart speaker. Does not have a larhe output but ok for a small room.,Rated 4 out of 5 stars
HappyCustomer,"3 months ago | May 11, 2024 3:20 PM",I love the echo so much mostly for shopping lists and playing music.,Rated 5 out of 5 stars
BryanM,"4 months ago | May 10, 2024 2:29 AM",Works pretty well in the game room to turn on my lights.,Rated 5 out of 5 stars
Mist,"4 months ago | May 8, 2024 11:59 AM",Got this for my dad as a Christmas gift and works great,Rated 5 out of 5 stars
Julio,"4 months ago | May 6, 2024 11:51 AM","perfect, easy to use, everything you need! Love the product, great price!",Rated 5 out of 5 stars
VolelaP,"4 months ago | May 6, 2024 11:32 AM",I am already a fan of this product line and the Pop didn’t disappoint. Great sound quality and connectivity. I also like the design.,Rated 5 out of 5 stars
LandonB,"4 months ago | May 4, 2024 7:53 PM",Perfect for use with Alexa. Very easy to set up and convenient. Exactly what I needed.,Rated 5 out of 5 stars
Stage4Ron,"4 months ago | May 3, 2024 3:23 PM",Works great! I would recommend this to anyone who is looking!,Rated 5 out of 5 stars
Madi,"4 months ago | May 2, 2024 5:08 AM",Absolutely love it. Works great got my smart lights connected to my eco pop,Rated 5 out of 5 stars
yourbrokenoven,"4 months ago | Apr 30, 2024 8:20 AM","You'd think this could do basic functions like tell the time, set an alarm, or drop in when the internet goes out, but it does absolutely nothing. Otherwise its great.  Give basic functionality in offline mode and it'd  be five stars easy. Great value when on sale.",Rated 3 out of 5 stars
Melly,"4 months ago | Apr 28, 2024 9:42 PM",Easy setup and very adequate sound plus value. I’ve purchased 6 of these and glad I did.,Rated 5 out of 5 stars
DaisyH,"4 months ago | Apr 26, 2024 6:55 PM",This is actually really good and only for 25?! I had no problems with it so far and its actually useful and faster to get things done.,Rated 5 out of 5 stars
RichardB,"4 months ago | Apr 26, 2024 4:04 PM","This is a very delightful little device, Works well and sounds great",Rated 5 out of 5 stars
Katherine,"4 months ago | Apr 26, 2024 3:21 PM",works well! my grandma is loving it and uses it all the time for music and to call us!,Rated 5 out of 5 stars
Dbl991,"4 months ago | Apr 24, 2024 4:53 PM",I like the echo series of the alexa we have like 6 of them in our house,Rated 5 out of 5 stars
TimmyB,"4 months ago | Apr 24, 2024 4:01 PM",I bought these as christmas gifts & everyone was happy,Rated 5 out of 5 stars
AshlyS,"4 months ago | Apr 22, 2024 2:07 PM",It was just what I was looking for. I didn't expect it to sound that good but it surprise me. The audio has good quality for the size and price.,Rated 5 out of 5 stars
Anonymous,"4 months ago | Apr 20, 2024 7:49 PM",Great product better then the google nest mini no issues with it so far,Rated 5 out of 5 stars
AnthonyS,"4 months ago | Apr 20, 2024 6:34 AM",I love this speaker! It packs a punch with great sound fills up the room with music I recommend this speaker,Rated 5 out of 5 stars
Edv61,"4 months ago | Apr 20, 2024 1:21 AM",Better than expected. Will be buying 3 more today.,Rated 5 out of 5 stars
bmccarty00,"4 months ago | Apr 19, 2024 6:25 PM","Love all of the Alexa products, had many echoes and shows. This product has great sound",Rated 5 out of 5 stars
GordonL,"4 months ago | Apr 19, 2024 6:16 PM",We live this. So easy to set up yourself and get working,Rated 5 out of 5 stars
GregoryF,"4 months ago | Apr 19, 2024 5:37 PM","Muito bom ter Alexa em casa ela é super útil e nos ajuda em tudo, existem inúmeras funções",Rated 5 out of 5 stars
JoryU,"4 months ago | Apr 19, 2024 3:39 PM","Had to replace a dot that stopped connecting, this little thing really is a great upgrade for the price! Sound seems to be better as well",Rated 5 out of 5 stars
Nate,"4 months ago | Apr 17, 2024 5:21 AM",Does wonderful and volume is great and my baby loves it❤️,Rated 5 out of 5 stars
B2Bconsultant,"4 months ago | Apr 14, 2024 4:42 PM","Impressed with the sound quality.
This has great sound for such a small speaker.",Rated 5 out of 5 stars
LanceB,"4 months ago | Apr 12, 2024 5:51 PM",Really pleased. Already have an Alexa echo show but wanted to have another one in the bathroom. It puts out good sound and doesn’t take up much space. Really glad I got it,Rated 5 out of 5 stars
RichInRoch,"4 months ago | Apr 12, 2024 4:39 PM","Purchased 2 of these.   Initially 1 for myself and the second one for a giving neighbor who is sometimes technology phobic.  It was easy to connect and sound quality is very good for the size.  And, my neighbor accepted the challenge hooked it up and he and his wife absolutely love it.  Many time they just ask the question to Alexa rather than starting the computer up and using the keyboard...",Rated 5 out of 5 stars
Payneless,"4 months ago | Apr 12, 2024 4:21 PM",Bought this for my young daughter and she listens to classical music every night. Great for kids,Rated 5 out of 5 stars
MoCarter,"4 months ago | Apr 12, 2024 3:44 PM","This is nice, I unplug it daily because it records everything. I do use it at night for rain sounds. Very good item.",Rated 5 out of 5 stars
WRoss,"4 months ago | Apr 10, 2024 8:21 PM","The Echo Pop is an entry level device to the Amazon/Alexa ecosystem. Its affordable price makes it an attractive option for any room in the house such as a bathroom, laundry room or guest bedroom. It's a good choice for a new user. This Echo Pop also compliments my other Echo devices throughout the house and gives everyone the ability to control my smart home features. The sound is not bad for the price. I use it for background music, telling bedtime stories, and to listen to audio books. It's a very versatile and useful addition to my home.",Rated 5 out of 5 stars
Manolo,"4 months ago | Apr 10, 2024 7:37 PM","Very good price, for the price you have a very good sound for a small place",Rated 5 out of 5 stars
ChristinaM,"5 months ago | Apr 9, 2024 9:56 AM","It's great I love it. It works just as it implies. I can play music through Spotify and it sounds great. I have a Fire TV and my kids are always losing the remote, luckily I can control the TV through the Smart Speaker. I also have a Ring Camera and like that it tells me when someone is at the front door. I would recommend this item.",Rated 5 out of 5 stars
MichaelT,"5 months ago | Apr 7, 2024 5:53 PM",Love these things.  My kids love to listen to music at bedtime and this makes it easy!,Rated 5 out of 5 stars
JoshuaD,"5 months ago | Apr 7, 2024 9:38 AM","Great little speaker for the kitchen,better then the Dot",Rated 5 out of 5 stars
Fer1998,"5 months ago | Apr 6, 2024 4:35 PM","Very easy to use and the sounds very good, I like it",Rated 5 out of 5 stars
waterfilter,"5 months ago | Apr 6, 2024 8:08 AM",I bought this for my granddaughter for Easter so she could listen to her music in her room.  She loves it!,Rated 5 out of 5 stars
waterfilter,"5 months ago | Apr 6, 2024 8:06 AM",I bought this for Mr granddaughter so she could listen to music in her room.  She loves it!,Rated 5 out of 5 stars
Nita,"5 months ago | Apr 6, 2024 7:28 AM",Great for guest room.  Works perfect with other smart plugs.,Rated 5 out of 5 stars
ben4111,"5 months ago | Apr 6, 2024 12:23 AM","The echo pop was easy to set up since we already had an Alexa account. We put this one in our bedroom for getting alerts for our Ring Cameras, set alarms to wake to music or go to sleep to background sounds.",Rated 4 out of 5 stars
AaCl,"5 months ago | Apr 5, 2024 8:10 PM","Outstanding depth to the sound.  Easy install, works very well as expected.",Rated 4 out of 5 stars
LalaB,"5 months ago | Apr 5, 2024 7:35 PM",Great sound. Paired nicely with my other Alexa devices.,Rated 5 out of 5 stars
AmberA,"5 months ago | Apr 5, 2024 5:02 PM",Great device!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Rated 5 out of 5 stars
Sebastianh,"5 months ago | Apr 5, 2024 3:42 PM",Works just like an amazon dot but more compact and sleek.better for smaller spaces on a desk or a room of any kind beey good.,Rated 5 out of 5 stars
Kitty2025,"5 months ago | Apr 3, 2024 4:52 PM",It’s amazing. I love how well the sound is. It works great and is so easy to use.,Rated 5 out of 5 stars
Donryonly,"5 months ago | Mar 30, 2024 3:45 PM",Very nice sound and easy to use and setup/ programming.,Rated 4 out of 5 stars
ErinU,"5 months ago | Mar 30, 2024 12:21 PM",So easy to use!!!! I love that you just say Alexa and it can answer any question! We got it for our parents and they use it all the time!,Rated 5 out of 5 stars
Dottie,"5 months ago | Mar 30, 2024 8:47 AM",This works great for our bathroom. Great sound for a bigger room.,Rated 5 out of 5 stars
HernanR,"5 months ago | Mar 29, 2024 6:19 PM","very good product, useful, easy to install and handle, has many applications",Rated 5 out of 5 stars
Megan,"5 months ago | Mar 29, 2024 3:55 PM",Bought this for my mom and she is so happy with it. Still learning how it all works but was absolutely thrilled with it!,Rated 5 out of 5 stars
SherinfenoK,"5 months ago | Mar 28, 2024 12:33 AM","It’s a good product, loud enough, good for chilling",Rated 5 out of 5 stars
TexanHula,"5 months ago | Mar 27, 2024 2:06 AM","I've had my share of Echo models - the OG still works, while a newer model (with the screen) failed within one year.  I was skeptical about purchasing another model but wanted another Echo for my home office.  It works very well, and the sound is quite impressive.  I will probably buy another one to place in the guest bedroom so that my guests can enjoy quality music during their stay.",Rated 5 out of 5 stars
AbhishekK,"5 months ago | Mar 25, 2024 8:56 PM",This is one of the great product for the cheap option. This is good enough for 10*12 foot room and kids can make most of it. Alexa keeps on learning and with some tries it can hear what kids are speaking n can communicate. Installation is quick and easy with a working internet.,Rated 5 out of 5 stars
Nita,"5 months ago | Mar 25, 2024 5:33 AM",With technology- Alexa is a tool you can use for information.,Rated 5 out of 5 stars
